t 1 2 3 4 5 6 jL0100 jL0200 jL0300 jE0400 jE0504 jE0605 
6.39e-05 -0.43052 -0.629396 0.971535 0.971535 0.342139 -0.0883809 0.0285401 -0.0491283 -0.0222566 0 0 0
6.42e-05 -0.439062 -0.614547 0.977816 0.977816 0.363269 -0.0757932 0.0284097 -0.0498746 -0.0196255 0 0 0
6.45e-05 -0.447565 -0.599477 0.983305 0.983305 0.383829 -0.0637363 0.0282767 -0.0506029 -0.0169786 0 0 0
6.48e-05 -0.456028 -0.584191 0.987999 0.987999 0.403808 -0.0522194 0.0281412 -0.0513131 -0.0143178 0 0 0
6.51e-05 -0.464449 -0.568694 0.991892 0.991892 0.423198 -0.041251 0.0280031 -0.0520047 -0.0116455 0 0 0
6.54e-05 -0.472829 -0.552993 0.994983 0.994983 0.44199 -0.0308391 0.0278625 -0.0526777 -0.00896378 0 0 0
6.57e-05 -0.481166 -0.537093 0.997268 0.997268 0.460175 -0.020991 0.0277194 -0.0533317 -0.00627478 0 0 0
6.6e-05 -0.48946 -0.521 0.998746 0.998746 0.477746 -0.0117137 0.0275738 -0.0539665 -0.00358071 0 0 0
6.63e-05 -0.497709 -0.504719 0.999415 0.999415 0.494696 -0.00301325 0.0274258 -0.0545819 -0.000883737 0 0 0
6.66e-05 -0.505914 -0.488257 0.999276 0.999276 0.511019 0.00510458 0.0272752 -0.0551776 0.00181395 0 0 0
6.69e-05 -0.514074 -0.471619 0.998327 0.998327 0.526708 0.0126347 0.0271222 -0.0557535 0.00451017 0 0 0
6.72e-05 -0.522187 -0.454811 0.99657 0.99657 0.54176 0.0195727 0.0269668 -0.0563093 0.00720273 0 0 0
6.75e-05 -0.530253 -0.437839 0.994007 0.994007 0.556168 0.0259147 0.0268089 -0.0568448 0.00988947 0 0 0
6.78e-05 -0.538271 -0.42071 0.990639 0.990639 0.569929 0.0316573 0.0266486 -0.0573599 0.0125682 0 0 0
6.81e-05 -0.546241 -0.403429 0.986469 0.986469 0.583039 0.0367978 0.026486 -0.0578543 0.0152367 0 0 0
6.84e-05 -0.554162 -0.386004 0.9815 0.9815 0.595496 0.0413341 0.0263209 -0.0583279 0.017893 0 0 0
6.87e-05 -0.562033 -0.368439 0.975737 0.975737 0.607298 0.0452647 0.0261535 -0.0587806 0.0205347 0 0 0
6.9e-05 -0.569854 -0.350742 0.969184 0.969184 0.618442 0.0485886 0.0259837 -0.059212 0.0231598 0 0 0
6.93e-05 -0.577623 -0.332918 0.961846 0.961846 0.628928 0.0513054 0.0258116 -0.0596222 0.0257662 0 0 0
6.96e-05 -0.58534 -0.314975 0.95373 0.95373 0.638755 0.0534155 0.0256372 -0.0600109 0.0283517 0 0 0
6.99e-05 -0.593004 -0.296918 0.944842 0.944842 0.647924 0.0549195 0.0254604 -0.060378 0.0309142 0 0 0
7.02e-05 -0.600616 -0.278754 0.935189 0.935189 0.656434 0.0558189 0.0252814 -0.0607234 0.0334517 0 0 0
7.05e-05 -0.608173 -0.26049 0.924779 0.924779 0.664288 0.0561156 0.0251001 -0.0610469 0.0359622 0 0 0
7.08e-05 -0.615675 -0.242133 0.91362 0.91362 0.671487 0.0558122 0.0249165 -0.0613484 0.0384435 0 0 0
7.11e-05 -0.623122 -0.223688 0.901722 0.901722 0.678034 0.0549117 0.0247307 -0.0616279 0.0408937 0 0 0
7.14e-05 -0.630513 -0.205163 0.889093 0.889093 0.683931 0.0534179 0.0245426 -0.0618852 0.0433108 0 0 0
7.17e-05 -0.637847 -0.186564 0.875745 0.875745 0.689182 0.051335 0.0243524 -0.0621202 0.0456929 0 0 0
7.2e-05 -0.645123 -0.167897 0.861688 0.861688 0.693791 0.0486677 0.0241599 -0.0623328 0.0480379 0 0 0
7.23e-05 -0.652342 -0.149171 0.846934 0.846934 0.697763 0.0454213 0.0239653 -0.0625231 0.0503441 0 0 0
7.26e-05 -0.659502 -0.13039 0.831494 0.831494 0.701104 0.0416017 0.0237685 -0.0626908 0.0526095 0 0 0
7.29e-05 -0.666602 -0.111563 0.815381 0.815381 0.703818 0.0372153 0.0235696 -0.0628359 0.0548323 0 0 0
7.32e-05 -0.673643 -0.0926954 0.798607 0.798607 0.705912 0.032269 0.0233686 -0.0629585 0.0570108 0 0 0
7.35e-05 -0.680623 -0.0737946 0.781188 0.781188 0.707393 0.0267702 0.0231655 -0.0630584 0.059143 0 0 0
7.38e-05 -0.687542 -0.0548672 0.763136 0.763136 0.708269 0.0207268 0.0229602 -0.0631355 0.0612274 0 0 0
7.41e-05 -0.694399 -0.0359201 0.744466 0.744466 0.708546 0.0141473 0.022753 -0.06319 0.0632623 0 0 0
7.44e-05 -0.701193 -0.01696 0.725194 0.725194 0.708234 0.00704062 0.0225436 -0.0632217 0.0652459 0 0 0
7.47e-05 -0.707924 0.00200614 0.705334 0.705334 0.70734 -0.000583946 0.0223323 -0.0632307 0.0671767 0 0 0
7.5e-05 -0.714592 0.0209716 0.684904 0.684904 0.705875 -0.00871649 0.0221189 -0.0632169 0.0690531 0 0 0
7.53e-05 -0.721195 0.0399295 0.663919 0.663919 0.703848 -0.0173467 0.0219035 -0.0631804 0.0708737 0 0 0
7.56e-05 -0.727733 0.058873 0.642396 0.642396 0.701269 -0.0264638 0.0216862 -0.0631211 0.0726368 0 0 0
7.59e-05 -0.734206 0.0777953 0.620354 0.620354 0.698149 -0.0360567 0.0214669 -0.0630391 0.0743412 0 0 0
7.62e-05 -0.740613 0.0966896 0.597809 0.597809 0.694499 -0.0461136 0.0212457 -0.0629344 0.0759854 0 0 0
7.65e-05 -0.746953 0.115549 0.574781 0.574781 0.69033 -0.0566226 0.0210226 -0.0628071 0.077568 0 0 0
7.68e-05 -0.753226 0.134367 0.551287 0.551287 0.685654 -0.0675713 0.0207975 -0.0626571 0.0790879 0 0 0
7.71e-05 -0.759431 0.153137 0.527347 0.527347 0.680484 -0.0789468 0.0205706 -0.0624847 0.0805438 0 0 0
7.74e-05 -0.765568 0.171851 0.50298 0.50298 0.674832 -0.090736 0.0203419 -0.0622897 0.0819344 0 0 0
7.77e-05 -0.771635 0.190504 0.478206 0.478206 0.66871 -0.102925 0.0201113 -0.0620723 0.0832587 0 0 0
7.8e-05 -0.777634 0.209088 0.453045 0.453045 0.662133 -0.115501 0.0198789 -0.0618325 0.0845156 0 0 0
7.83e-05 -0.783562 0.227597 0.427517 0.427517 0.655114 -0.128448 0.0196448 -0.0615706 0.0857041 0 0 0
7.86e-05 -0.78942 0.246023 0.401643 0.401643 0.647667 -0.141753 0.0194088 -0.0612864 0.0868233 0 0 0
7.89e-05 -0.795207 0.264362 0.375444 0.375444 0.639806 -0.155401 0.0191711 -0.0609802 0.0878721 0 0 0
7.92e-05 -0.800922 0.282605 0.348941 0.348941 0.631546 -0.169376 0.0189317 -0.0606521 0.0888498 0 0 0
7.95e-05 -0.806565 0.300746 0.322156 0.322156 0.622902 -0.183663 0.0186906 -0.0603021 0.0897556 0 0 0
7.98e-05 -0.812136 0.31878 0.29511 0.29511 0.613889 -0.198247 0.0184478 -0.0599304 0.0905887 0 0 0
8.01e-05 -0.817634 0.336698 0.267825 0.267825 0.604523 -0.213111 0.0182033 -0.0595371 0.0913485 0 0 0
8.04e-05 -0.823058 0.354496 0.240323 0.240323 0.594818 -0.228239 0.0179572 -0.0591225 0.0920344 0 0 0
8.07e-05 -0.828408 0.372165 0.212626 0.212626 0.584791 -0.243616 0.0177095 -0.0586865 0.0926457 0 0 0
8.1e-05 -0.833683 0.389701 0.184758 0.184758 0.574459 -0.259224 0.0174602 -0.0582294 0.0931821 0 0 0
8.13e-05 -0.838883 0.407097 0.15674 0.15674 0.563836 -0.275047 0.0172093 -0.0577514 0.093643 0 0 0
8.16e-05 -0.844008 0.424346 0.128595 0.128595 0.55294 -0.291068 0.0169569 -0.0572526 0.0940281 0 0 0
8.19e-05 -0.849057 0.441442 0.100345 0.100345 0.541787 -0.307269 0.016703 -0.0567331 0.0943371 0 0 0
8.22e-05 -0.854029 0.458379 0.0720152 0.0720152 0.530395 -0.323635 0.0164475 -0.0561933 0.0945697 0 0 0
8.25e-05 -0.858925 0.475152 0.0436266 0.0436266 0.518778 -0.340147 0.0161906 -0.0556332 0.0947258 0 0 0
8.28e-05 -0.863743 0.491753 0.0152027 0.0152027 0.506956 -0.356787 0.0159322 -0.0550531 0.0948052 0 0 0
8.31e-05 -0.868484 0.508178 -0.0132335 -0.0132335 0.494944 -0.37354 0.0156723 -0.0544532 0.0948078 0 0 0
8.34e-05 -0.873146 0.524419 -0.041659 -0.041659 0.48276 -0.390386 0.0154111 -0.0538337 0.0947337 0 0 0
8.37e-05 -0.87773 0.540472 -0.0700507 -0.0700507 0.470421 -0.407309 0.0151485 -0.0531948 0.0945829 0 0 0
8.4e-05 -0.882235 0.55633 -0.0983857 -0.0983857 0.457945 -0.42429 0.0148845 -0.0525368 0.0943555 0 0 0
8.43e-05 -0.88666 0.571988 -0.126641 -0.126641 0.445347 -0.441313 0.0146192 -0.0518599 0.0940518 0 0 0
8.46e-05 -0.891006 0.587441 -0.154794 -0.154794 0.432647 -0.458359 0.0143525 -0.0511643 0.0936719 0 0 0
8.49e-05 -0.895271 0.602681 -0.182821 -0.182821 0.41986 -0.475411 0.0140846 -0.0504503 0.0932162 0 0 0
8.52e-05 -0.899456 0.617705 -0.210701 -0.210701 0.407004 -0.492452 0.0138154 -0.0497181 0.0926851 0 0 0
8.55e-05 -0.90356 0.632507 -0.23841 -0.23841 0.394097 -0.509463 0.0135449 -0.048968 0.0920789 0 0 0
8.58e-05 -0.907583 0.647081 -0.265926 -0.265926 0.381155 -0.526428 0.0132733 -0.0482003 0.0913981 0 0 0
8.61e-05 -0.911524 0.661422 -0.293227 -0.293227 0.368195 -0.543329 0.0130004 -0.0474153 0.0906434 0 0 0
8.64e-05 -0.915383 0.675525 -0.32029 -0.32029 0.355235 -0.560148 0.0127264 -0.0466132 0.0898153 0 0 0
8.67e-05 -0.919159 0.689385 -0.347094 -0.347094 0.342291 -0.576868 0.0124512 -0.0457943 0.0889145 0 0 0
8.7e-05 -0.922853 0.702996 -0.373617 -0.373617 0.32938 -0.593474 0.0121749 -0.044959 0.0879417 0 0 0
8.73e-05 -0.926464 0.716355 -0.399837 -0.399837 0.316518 -0.609946 0.0118975 -0.0441075 0.0868978 0 0 0
8.76e-05 -0.929991 0.729456 -0.425734 -0.425734 0.303722 -0.626269 0.0116191 -0.04324 0.0857835 0 0 0
8.79e-05 -0.933435 0.742295 -0.451286 -0.451286 0.291008 -0.642427 0.0113395 -0.0423571 0.0845997 0 0 0
8.82e-05 -0.936795 0.754866 -0.476473 -0.476473 0.278392 -0.658402 0.011059 -0.0414589 0.0833475 0 0 0
8.85e-05 -0.94007 0.767165 -0.501275 -0.501275 0.265891 -0.674179 0.0107775 -0.0405457 0.0820278 0 0 0
8.88e-05 -0.943261 0.779189 -0.52567 -0.52567 0.253519 -0.689742 0.010495 -0.039618 0.0806417 0 0 0
8.91e-05 -0.946367 0.790932 -0.54964 -0.54964 0.241292 -0.705075 0.0102116 -0.038676 0.0791903 0 0 0
8.94e-05 -0.949388 0.80239 -0.573165 -0.573165 0.229225 -0.720162 0.00992721 -0.0377201 0.0776748 0 0 0
8.97e-05 -0.952323 0.81356 -0.596226 -0.596226 0.217334 -0.734989 0.00964196 -0.0367506 0.0760964 0 0 0
9e-05 -0.955173 0.824436 -0.618804 -0.618804 0.205633 -0.74954 0.00935584 -0.0357679 0.0744564 0 0 0
9.03e-05 -0.957936 0.835017 -0.640881 -0.640881 0.194135 -0.763801 0.00906888 -0.0347723 0.0727562 0 0 0
9.06e-05 -0.960614 0.845296 -0.66244 -0.66244 0.182856 -0.777757 0.0087811 -0.0337642 0.0709971 0 0 0
9.09e-05 -0.963205 0.855271 -0.683462 -0.683462 0.171809 -0.791395 0.00849254 -0.032744 0.0691804 0 0 0
9.12e-05 -0.965709 0.864939 -0.703931 -0.703931 0.161008 -0.804701 0.00820321 -0.0317119 0.0673078 0 0 0
9.15e-05 -0.968126 0.874295 -0.72383 -0.72383 0.150465 -0.817661 0.00791314 -0.0306685 0.0653807 0 0 0
9.18e-05 -0.970457 0.883337 -0.743143 -0.743143 0.140193 -0.830263 0.00762236 -0.029614 0.0634007 0 0 0
9.21e-05 -0.9727 0.89206 -0.761855 -0.761855 0.130205 -0.842494 0.00733089 -0.0285489 0.0613694 0 0 0
9.24e-05 -0.974855 0.900463 -0.77995 -0.77995 0.120513 -0.854342 0.00703876 -0.0274734 0.0592883 0 0 0
9.27e-05 -0.976923 0.908541 -0.797413 -0.797413 0.111128 -0.865795 0.006746 -0.0263881 0.0571593 0 0 0
9.3e-05 -0.978902 0.916293 -0.814231 -0.814231 0.102061 -0.876841 0.00645263 -0.0252933 0.054984 0 0 0
9.33e-05 -0.980794 0.923714 -0.83039 -0.83039 0.0933243 -0.88747 0.00615869 -0.0241894 0.0527642 0 0 0
9.36e-05 -0.982597 0.930804 -0.845877 -0.845877 0.0849269 -0.89767 0.00586418 -0.0230768 0.0505017 0 0 0
9.39e-05 -0.984312 0.937558 -0.860679 -0.860679 0.0768793 -0.907433 0.00556916 -0.0219559 0.0481983 0 0 0
9.42e-05 -0.985939 0.943975 -0.874784 -0.874784 0.069191 -0.916748 0.00527362 -0.0208271 0.0458559 0 0 0
9.45e-05 -0.987476 0.950052 -0.888181 -0.888181 0.0618711 -0.925605 0.00497762 -0.0196908 0.0434764 0 0 0
9.48e-05 -0.988925 0.955787 -0.900859 -0.900859 0.0549283 -0.933997 0.00468116 -0.0185474 0.0410617 0 0 0
9.51e-05 -0.990285 0.961178 -0.912807 -0.912807 0.0483708 -0.941914 0.00438429 -0.0173973 0.0386137 0 0 0
9.54e-05 -0.991556 0.966223 -0.924017 -0.924017 0.0422062 -0.949349 0.00408702 -0.0162409 0.0361345 0 0 0
9.57e-05 -0.992737 0.970921 -0.934479 -0.934479 0.0364419 -0.956295 0.00378938 -0.0150788 0.033626 0 0 0
9.6e-05 -0.993829 0.975269 -0.944184 -0.944184 0.0310846 -0.962745 0.00349141 -0.0139112 0.0310903 0 0 0
9.63e-05 -0.994832 0.979266 -0.953125 -0.953125 0.0261407 -0.968691 0.00319311 -0.0127385 0.0285295 0 0 0
9.66e-05 -0.995745 0.982911 -0.961295 -0.961295 0.0216158 -0.974129 0.00289453 -0.0115613 0.0259455 0 0 0
9.69e-05 -0.996568 0.986202 -0.968686 -0.968686 0.0175154 -0.979053 0.00259569 -0.01038 0.0233406 0 0 0
9.72e-05 -0.997302 0.989138 -0.975293 -0.975293 0.0138443 -0.983458 0.00229662 -0.00919488 0.0207167 0 0 0
9.75e-05 -0.997946 0.991717 -0.981111 -0.981111 0.0106066 -0.98734 0.00199734 -0.00800647 0.0180761 0 0 0
9.78e-05 -0.998501 0.99394 -0.986134 -0.986134 0.00780627 -0.990694 0.00169788 -0.00681518 0.0154209 0 0 0
9.81e-05 -0.998965 0.995806 -0.990359 -0.990359 0.00544648 -0.993519 0.00139826 -0.00562144 0.0127531 0 0 0
9.84e-05 -0.99934 0.997313 -0.993783 -0.993783 0.00353 -0.99581 0.00109853 -0.00442568 0.0100751 0 0 0
9.87e-05 -0.999624 0.998461 -0.996402 -0.996402 0.00205906 -0.997565 0.000798688 -0.00322832 0.00738889 0 0 0
9.9e-05 -0.999819 0.999249 -0.998214 -0.998214 0.00103536 -0.998783 0.000498778 -0.0020298 0.0046967 0 0 0
9.93e-05 -0.999923 0.999678 -0.999218 -0.999218 0.000460103 -0.999463 0.000198824 -0.000830556 0.00200071 0 0 0
9.96e-05 -0.999938 0.999747 -0.999414 -0.999414 0.000333931 -0.999604 -0.000101149 0.000368991 -0.000696896 0 0 0
9.99e-05 -0.999863 0.999457 -0.9988 -0.9988 0.00065698 -0.999206 -0.000401112 0.00156841 -0.00339394 0 0 0
0.0001002 -0.999697 0.998807 -0.997378 -0.997378 0.00142886 -0.998268 -0.000701039 0.00276726 -0.00608823 0 0 0
0.0001005 -0.999442 0.997797 -0.995148 -0.995148 0.00264865 -0.996793 -0.0010009 0.00396511 -0.0087776 0 0 0
0.0001008 -0.999097 0.996428 -0.992113 -0.992113 0.00431491 -0.994782 -0.00130068 0.00516154 -0.0114599 0 0 0
0.0001011 -0.998662 0.9947 -0.988275 -0.988275 0.00642567 -0.992236 -0.00160033 0.00635611 -0.0141328 0 0 0
0.0001014 -0.998137 0.992615 -0.983636 -0.983636 0.00897846 -0.989158 -0.00189985 0.00754839 -0.0167944 0 0 0
0.0001017 -0.997522 0.990172 -0.978202 -0.978202 0.0119703 -0.985552 -0.00219919 0.00873795 -0.0194423 0 0 0
0.000102 -0.996817 0.987373 -0.971975 -0.971975 0.0153976 -0.98142 -0.00249833 0.00992437 -0.0220745 0 0 0
0.0001023 -0.996023 0.984218 -0.964962 -0.964962 0.0192563 -0.976767 -0.00279725 0.0111072 -0.0246889 0 0 0
0.0001026 -0.995139 0.98071 -0.957168 -0.957168 0.023542 -0.971597 -0.00309592 0.0122861 -0.0272832 0 0 0
0.0001029 -0.994165 0.976848 -0.948598 -0.948598 0.0282495 -0.965916 -0.00339431 0.0134605 -0.0298555 0 0 0
0.0001032 -0.993102 0.972635 -0.939261 -0.939261 0.0333734 -0.959729 -0.00369239 0.0146301 -0.0324035 0 0 0
0.0001035 -0.99195 0.968071 -0.929164 -0.929164 0.0389076 -0.953042 -0.00399014 0.0157944 -0.0349254 0 0 0
0.0001038 -0.990708 0.96316 -0.918314 -0.918314 0.0448455 -0.945863 -0.00428754 0.016953 -0.037419 0 0 0
0.0001041 -0.989378 0.957901 -0.906721 -0.906721 0.0511801 -0.938197 -0.00458454 0.0181056 -0.0398823 0 0 0
0.0001044 -0.987958 0.952298 -0.894394 -0.894394 0.057904 -0.930054 -0.00488114 0.0192516 -0.0423133 0 0 0
0.0001047 -0.986449 0.946352 -0.881343 -0.881343 0.0650092 -0.92144 -0.00517729 0.0203907 -0.04471 0 0 0
0.000105 -0.984852 0.940066 -0.867579 -0.867579 0.0724872 -0.912364 -0.00547298 0.0215224 -0.0470706 0 0 0
0.0001053 -0.983165 0.933441 -0.853112 -0.853112 0.0803292 -0.902836 -0.00576817 0.0226464 -0.0493931 0 0 0
0.0001056 -0.981391 0.926481 -0.837955 -0.837955 0.0885259 -0.892865 -0.00606285 0.0237623 -0.0516755 0 0 0
0.0001059 -0.979528 0.919186 -0.822119 -0.822119 0.0970674 -0.88246 -0.00635698 0.0248696 -0.0539162 0 0 0
0.0001062 -0.977577 0.911561 -0.805618 -0.805618 0.105944 -0.871633 -0.00665054 0.0259679 -0.0561132 0 0 0
0.0001065 -0.975538 0.903608 -0.788464 -0.788464 0.115144 -0.860394 -0.0069435 0.0270569 -0.0582647 0 0 0
0.0001068 -0.973411 0.89533 -0.770673 -0.770673 0.124657 -0.848754 -0.00723584 0.0281362 -0.0603691 0 0 0
0.0001071 -0.971196 0.88673 -0.752257 -0.752257 0.134472 -0.836724 -0.00752752 0.0292053 -0.0624247 0 0 0
0.0001074 -0.968895 0.87781 -0.733233 -0.733233 0.144577 -0.824317 -0.00781853 0.030264 -0.0644297 0 0 0
0.0001077 -0.966506 0.868575 -0.713615 -0.713615 0.15496 -0.811546 -0.00810883 0.0313117 -0.0663825 0 0 0
0.000108 -0.964029 0.859026 -0.693419 -0.693419 0.165607 -0.798422 -0.00839841 0.0323482 -0.0682816 0 0 0
0.0001083 -0.961467 0.849169 -0.672662 -0.672662 0.176507 -0.78496 -0.00868722 0.033373 -0.0701254 0 0 0
0.0001086 -0.958817 0.839006 -0.651361 -0.651361 0.187645 -0.771172 -0.00897526 0.0343858 -0.0719125 0 0 0
0.0001089 -0.956082 0.828541 -0.629532 -0.629532 0.199009 -0.757073 -0.00926249 0.0353862 -0.0736413 0 0 0
0.0001092 -0.95326 0.817778 -0.607194 -0.607194 0.210584 -0.742676 -0.00954888 0.0363739 -0.0753106 0 0 0
0.0001095 -0.950353 0.806721 -0.584364 -0.584364 0.222357 -0.727996 -0.00983442 0.0373485 -0.0769188 0 0 0
0.0001098 -0.94736 0.795373 -0.561061 -0.561061 0.234312 -0.713048 -0.0101191 0.0383097 -0.0784648 0 0 0
0.0001101 -0.944282 0.783739 -0.537304 -0.537304 0.246435 -0.697846 -0.0104028 0.0392571 -0.0799473 0 0 0
0.0001104 -0.941118 0.771823 -0.513112 -0.513112 0.258711 -0.682407 -0.0106856 0.0401903 -0.0813651 0 0 0
0.0001107 -0.93787 0.759629 -0.488504 -0.488504 0.271125 -0.666746 -0.0109675 0.0411091 -0.082717 0 0 0
0.000111 -0.934538 0.747162 -0.463502 -0.463502 0.28366 -0.650878 -0.0112483 0.0420131 -0.0840019 0 0 0
0.0001113 -0.931122 0.734426 -0.438124 -0.438124 0.296302 -0.63482 -0.0115282 0.042902 -0.0852188 0 0 0
0.0001116 -0.927622 0.721425 -0.412391 -0.412391 0.309034 -0.618587 -0.011807 0.0437754 -0.0863668 0 0 0
0.0001119 -0.924038 0.708165 -0.386324 -0.386324 0.321841 -0.602197 -0.0120847 0.0446331 -0.0874448 0 0 0
0.0001122 -0.920371 0.69465 -0.359945 -0.359945 0.334705 -0.585666 -0.0123614 0.0454747 -0.088452 0 0 0
0.0001125 -0.916621 0.680885 -0.333274 -0.333274 0.347611 -0.569011 -0.0126369 0.0463 -0.0893877 0 0 0
0.0001128 -0.912789 0.666875 -0.306334 -0.306334 0.360541 -0.552248 -0.0129113 0.0471085 -0.090251 0 0 0
0.0001131 -0.908875 0.652625 -0.279146 -0.279146 0.373479 -0.535396 -0.0131845 0.0479002 -0.0910412 0 0 0
0.0001134 -0.904879 0.63814 -0.251731 -0.251731 0.386409 -0.51847 -0.0134566 0.0486746 -0.0917577 0 0 0
0.0001137 -0.900801 0.623426 -0.224113 -0.224113 0.399312 -0.501489 -0.0137274 0.0494314 -0.0924 0 0 0
0.000114 -0.896643 0.608487 -0.196314 -0.196314 0.412173 -0.48447 -0.0139971 0.0501705 -0.0929674 0 0 0
0.0001143 -0.892404 0.593329 -0.168355 -0.168355 0.424973 -0.46743 -0.0142654 0.0508915 -0.0934596 0 0 0
0.0001146 -0.888084 0.577957 -0.140261 -0.140261 0.437697 -0.450387 -0.0145325 0.0515942 -0.0938761 0 0 0
0.0001149 -0.883684 0.562378 -0.112052 -0.112052 0.450325 -0.433359 -0.0147982 0.0522784 -0.0942167 0 0 0
0.0001152 -0.879205 0.546596 -0.0837534 -0.0837534 0.462842 -0.416363 -0.0150627 0.0529437 -0.0944809 0 0 0
0.0001155 -0.874647 0.530617 -0.0553867 -0.0553867 0.47523 -0.399417 -0.0153257 0.05359 -0.0946687 0 0 0
0.0001158 -0.87001 0.514447 -0.0269752 -0.0269752 0.487472 -0.382538 -0.0155874 0.0542169 -0.0947799 0 0 0
0.0001161 -0.865295 0.498093 0.00145822 0.00145822 0.499551 -0.365744 -0.0158477 0.0548244 -0.0948143 0 0 0
0.0001164 -0.860502 0.481559 0.0298904 0.0298904 0.511449 -0.349053 -0.0161066 0.0554121 -0.094772 0 0 0
0.0001167 -0.855632 0.464851 0.0582984 0.0582984 0.52315 -0.332482 -0.016364 0.0559799 -0.0946529 0 0 0
0.000117 -0.850684 0.447977 0.0866592 0.0866592 0.534636 -0.316048 -0.0166199 0.0565276 -0.0944573 0 0 0
0.0001173 -0.84566 0.430941 0.11495 0.11495 0.545891 -0.299769 -0.0168744 0.0570549 -0.0941851 0 0 0
0.0001176 -0.84056 0.41375 0.143147 0.143147 0.556897 -0.283663 -0.0171273 0.0575617 -0.0938367 0 0 0
0.0001179 -0.835384 0.39641 0.171229 0.171229 0.567639 -0.267745 -0.0173787 0.0580477 -0.0934124 0 0 0
0.0001182 -0.830133 0.378928 0.199172 0.199172 0.5781 -0.252034 -0.0176285 0.0585129 -0.0929125 0 0 0
0.0001185 -0.824808 0.361309 0.226954 0.226954 0.588263 -0.236545 -0.0178768 0.058957 -0.0923373 0 0 0
0.0001188 -0.819408 0.34356 0.254552 0.254552 0.598112 -0.221296 -0.0181234 0.0593798 -0.0916874 0 0 0
0.0001191 -0.813934 0.325687 0.281944 0.281944 0.607631 -0.206303 -0.0183684 0.0597814 -0.0909632 0 0 0
0.0001194 -0.808387 0.307697 0.309108 0.309108 0.616805 -0.191582 -0.0186117 0.0601614 -0.0901655 0 0 0
0.0001197 -0.802767 0.289597 0.336021 0.336021 0.625618 -0.177149 -0.0188534 0.0605197 -0.0892947 0 0 0
0.00012 -0.797076 0.271392 0.362663 0.362663 0.634055 -0.163021 -0.0190934 0.0608563 -0.0883516 0 0 0
0.0001203 -0.791312 0.25309 0.389011 0.389011 0.6421 -0.149212 -0.0193316 0.0611709 -0.0873371 0 0 0
0.0001206 -0.785477 0.234696 0.415044 0.415044 0.64974 -0.135737 -0.0195681 0.0614636 -0.0862518 0 0 0
0.0001209 -0.779572 0.216218 0.440741 0.440741 0.656959 -0.122613 -0.0198029 0.0617341 -0.0850967 0 0 0
0.0001212 -0.773596 0.197662 0.466081 0.466081 0.663743 -0.109853 -0.0200358 0.0619824 -0.0838727 0 0 0
0.0001215 -0.767551 0.179035 0.491044 0.491044 0.670079 -0.0974715 -0.020267 0.0622084 -0.0825809 0 0 0
0.0001218 -0.761436 0.160344 0.515609 0.515609 0.675953 -0.0854831 -0.0204964 0.062412 -0.0812222 0 0 0
0.0001221 -0.755253 0.141595 0.539757 0.539757 0.681352 -0.0739013 -0.0207239 0.0625931 -0.0797977 0 0 0
0.0001224 -0.749003 0.122795 0.563468 0.563468 0.686263 -0.0627394 -0.0209495 0.0627517 -0.0783086 0 0 0
0.0001227 -0.742684 0.103951 0.586723 0.586723 0.690674 -0.0520105 -0.0211732 0.0628878 -0.0767562 0 0 0
0.000123 -0.736299 0.0850689 0.609503 0.609503 0.694572 -0.0417271 -0.0213951 0.0630012 -0.0751416 0 0 0
0.0001233 -0.729848 0.0661567 0.63179 0.63179 0.697946 -0.0319014 -0.021615 0.0630919 -0.0734662 0 0 0
0.0001236 -0.723331 0.0472206 0.653565 0.653565 0.700785 -0.0225454 -0.021833 0.0631599 -0.0717313 0 0 0
0.0001239 -0.716749 0.0282675 0.674811 0.674811 0.703078 -0.0136703 -0.022049 0.0632052 -0.0699383 0 0 0
0.0001242 -0.710102 0.00930431 0.695511 0.695511 0.704815 -0.00528708 -0.022263 0.0632278 -0.0680887 0 0 0
0.0001245 -0.703391 -0.00966228 0.715647 0.715647 0.705985 0.00259361 -0.022475 0.0632275 -0.066184 0 0 0
0.0001248 -0.696618 -0.0286254 0.735205 0.735205 0.706579 0.00996176 -0.022685 0.0632046 -0.0642258 0 0 0
0.0001251 -0.689781 -0.0475782 0.754167 0.754167 0.706589 0.0168077 -0.022893 0.0631588 -0.0622155 0 0 0
0.0001254 -0.682882 -0.0665139 0.772519 0.772519 0.706005 0.0231224 -0.0230989 0.0630904 -0.0601549 0 0 0
0.0001257 -0.675922 -0.0854256 0.790245 0.790245 0.704819 0.0288971 -0.0233027 0.0629992 -0.0580456 0 0 0
0.000126 -0.668901 -0.104307 0.807332 0.807332 0.703025 0.0341237 -0.0235044 0.0628854 -0.0558893 0 0 0
0.0001263 -0.66182 -0.12315 0.823765 0.823765 0.700615 0.0387944 -0.023704 0.0627489 -0.0536878 0 0 0
0.0001266 -0.65468 -0.141949 0.839531 0.839531 0.697582 0.0429022 -0.0239015 0.0625899 -0.0514427 0 0 0
0.0001269 -0.64748 -0.160697 0.854618 0.854618 0.69392 0.0464404 -0.0240968 0.0624083 -0.0491561 0 0 0
0.0001272 -0.640222 -0.179387 0.869012 0.869012 0.689625 0.0494028 -0.0242899 0.0622043 -0.0468297 0 0 0
0.0001275 -0.632907 -0.198013 0.882704 0.882704 0.684691 0.051784 -0.0244809 0.0619779 -0.0444653 0 0 0
