t 1 2 3 4 5 6 7 8 9 jO0500 jO0100 jO0300 jV0900 
0.000103 1.27364 0 1.5297 0.00152818 -1.27364 -0.00127237 0 0 2 0.00254602 0.000254531 -0.00280055 0
0.0001035 1.19577 0 1.5913 0.00158971 -1.19577 -0.00119457 0 0 2 0.00239034 0.000393942 -0.00278428 0
0.000104 1.1149 0 1.64895 0.00164731 -1.1149 -0.00111378 0 0 2 0.00222868 0.000532411 -0.00276109 0
0.0001045 1.03124 0 1.70251 0.00170081 -1.03124 -0.00103021 0 0 2 0.00206146 0.000669568 -0.00273103 0
0.000105 0.945025 0 1.75184 0.00175009 -0.945025 -0.000944081 0 0 2 0.00188911 0.000805061 -0.00269417 0
0.0001055 0.856452 0 1.7968 0.001795 -0.856452 -0.000855596 0 0 2 0.00171205 0.00093855 -0.0026506 0
0.000106 0.765746 0 1.83728 0.00183545 -0.765746 -0.000764981 0 0 2 0.00153073 0.0010697 -0.00260043 0
0.0001065 0.673133 0 1.87319 0.00187132 -0.673133 -0.000672461 0 0 2 0.00134559 0.00119819 -0.00254378 0
0.000107 0.578844 0 1.90444 0.00190254 -0.578844 -0.000578266 0 0 2 0.00115711 0.00132369 -0.0024808 0
0.0001075 0.483114 0 1.93094 0.00192901 -0.483114 -0.000482632 0 0 2 0.000965746 0.0014459 -0.00241165 0
0.000108 0.451204 0 1.93978 1.93978 -0.451204 -0.451204 0 0 1.02533e-12 0.000451204 -0.000451204 -7.51742e-19 0
0.0001085 0.440568 0 1.94272 1.94272 -0.440568 -0.440568 0 0 0 0.000440568 -0.000440568 -6.10499e-19 0
0.000109 0.437022 0 1.9437 1.9437 -0.437022 -0.437022 0 0 0 0.000437022 -0.000437022 1.53281e-18 0
0.0001095 0.43584 0 1.94403 1.94403 -0.43584 -0.43584 0 0 0 0.00043584 -0.00043584 -4.61876e-18 0
0.00011 0.435446 0 1.94414 1.94414 -0.435446 -0.435446 0 0 0 0.000435446 -0.000435446 -4.21113e-18 0
0.0001105 0.435315 0 1.94418 1.94418 -0.435315 -0.435315 0 0 0 0.000435315 -0.000435315 3.31931e-19 0
0.000111 0.435271 0 1.94419 1.94419 -0.435271 -0.435271 0 0 0 0.000435271 -0.000435271 -2.70616e-18 0
0.0001115 0.435257 0 1.94419 1.94419 -0.435257 -0.435257 0 0 0 0.000435257 -0.000435257 -3.64457e-18 0
0.000112 0.435252 0 1.94419 1.94419 -0.435252 -0.435252 0 0 0 0.000435252 -0.000435252 6.63968e-19 0
0.0001125 0.43525 0 1.94419 1.94419 -0.43525 -0.43525 0 0 0 0.00043525 -0.00043525 -2.66635e-18 0
0.000113 0.43525 0 1.94419 1.94419 -0.43525 -0.43525 0 0 0 0.00043525 -0.00043525 -1.3183e-18 0
0.0001135 0.435249 0 1.94419 1.94419 -0.435249 -0.435249 0 0 0 0.000435249 -0.000435249 -7.95364e-19 0
0.000114 0.435249 0 1.94419 1.94419 -0.435249 -0.435249 0 0 0 0.000435249 -0.000435249 -3.00633e-18 0
0.0001145 0.435249 0 1.94419 1.94419 -0.435249 -0.435249 0 0 0 0.000435249 -0.000435249 -1.4317e-18 0
0.000115 0.435249 0 1.94419 1.94419 -0.435249 -0.435249 0 0 0 0.000435249 -0.000435249 -8.33163e-19 0
0.0001155 0.435249 0 1.94419 1.94419 -0.435249 -0.435249 0 0 0 0.000435249 -0.000435249 1.46113e-18 0
0.000116 0.435249 0 1.94419 1.94419 -0.435249 -0.435249 0 0 0 0.000435249 -0.000435249 -2.25681e-18 0
0.0001165 0.435249 0 1.94419 1.94419 -0.435249 -0.435249 0 0 0 0.000435249 -0.000435249 -3.49348e-18 0
0.000117 0.435249 0 1.94419 1.94419 -0.435249 -0.435249 0 0 0 0.000435249 -0.000435249 -3.62054e-18 0
0.0001175 0.435249 0 1.94419 1.94419 -0.435249 -0.435249 0 0 0 0.000435249 -0.000435249 -3.87899e-18 0
0.000118 0.435249 0 1.94419 1.94419 -0.435249 -0.435249 0 0 0 0.000435249 -0.000435249 6.6005e-19 0
0.0001185 0.435249 0 1.94419 1.94419 -0.435249 -0.435249 0 0 0 0.000435249 -0.000435249 -2.67027e-18 0
0.000119 0.435249 0 1.94419 1.94419 -0.435249 -0.435249 0 0 0 0.000435249 -0.000435249 -1.46939e-18 0
0.0001195 0.435249 0 1.94419 1.94419 -0.435249 -0.435249 0 0 0 0.000435249 -0.000435249 -3.38411e-18 0
0.00012 0.435249 0 1.94419 1.94419 -0.435249 -0.435249 0 0 0 0.000435249 -0.000435249 -3.881e-18 0
0.0001205 0.370097 0 1.95652 0.00195456 -0.370097 -0.000369727 0 0 2 0.000739825 0.00158447 -0.00232429 0
0.000121 0.282777 0 1.97004 0.00196807 -0.282777 -0.000282495 0 0 2 0.000565272 0.0016853 -0.00225057 0
0.0001215 0.18771 0 1.9808 0.00197882 -0.18771 -0.000187522 0 0 2 0.000375232 0.00179111 -0.00216635 0
0.000122 0.0898409 0 1.98738 0.00198539 -0.0898409 -8.97512e-05 0 0 2 0.000179592 0.00189555 -0.00207515 0
0.0001225 -0.00902489 0 1.98927 0.00198728 0.00902489 9.01588e-06 0 0 2 -1.80408e-05 0.00199631 -0.00197827 0
0.000123 -0.108124 0 1.9863 0.00198432 0.108124 0.000108016 0 0 2 -0.00021614 0.00209244 -0.0018763 0
0.0001235 -0.207039 0 1.97842 0.00197644 0.207039 0.000206832 0 0 2 -0.00041387 0.00218348 -0.00176961 0
0.000124 -0.305465 0 1.96562 0.00196365 0.305465 0.00030516 0 0 2 -0.000610625 0.00226912 -0.00165849 0
0.0001245 -0.40314 0 1.94793 0.00194598 0.40314 0.000402737 0 0 2 -0.000805877 0.00234912 -0.00154324 0
0.000125 -0.499814 0 1.92539 0.00192346 0.499814 0.000499314 0 0 2 -0.000999128 0.00242328 -0.00142415 0
0.0001255 -0.595243 0 1.89805 0.00189615 0.595243 0.000594649 0 0 2 -0.00118989 0.0024914 -0.00130151 0
0.000126 -0.689191 0 1.86599 0.00186412 0.689191 0.000688502 0 0 2 -0.00137769 0.00255332 -0.00117562 0
0.0001265 -0.781422 0 1.82928 0.00182745 0.781422 0.000780641 0 0 2 -0.00156206 0.00260887 -0.00104681 0
0.000127 -0.871706 0 1.78802 0.00178623 0.871706 0.000870836 0 0 2 -0.00174254 0.00265794 -0.000915394 0
0.0001275 -0.95982 0 1.7423 0.00174056 0.95982 0.000958861 0 0 2 -0.00191868 0.00270038 -0.000781698 0
0.000128 -0.989191 0 1.72706 1.72706 0.989191 0.989191 0 0 6.05205e-13 -0.000989191 0.000989191 8.82185e-19 0
0.0001285 -0.998981 0 1.72198 1.72198 0.998981 0.998981 0 0 0 -0.000998981 0.000998981 -1.27288e-18 0
0.000129 -1.00224 0 1.72029 1.72029 1.00224 1.00224 0 0 0 -0.00100224 0.00100224 -2.27502e-18 0
0.0001295 -1.00333 0 1.71972 1.71972 1.00333 1.00333 0 0 0 -0.00100333 0.00100333 -2.39424e-18 0
0.00013 -1.0037 0 1.71953 1.71953 1.0037 1.0037 0 0 0 -0.0010037 0.0010037 -2.57922e-18 0
0.0001305 -1.00382 0 1.71947 1.71947 1.00382 1.00382 0 0 0 -0.00100382 0.00100382 -1.83277e-19 0
0.000131 -1.00386 0 1.71945 1.71945 1.00386 1.00386 0 0 0 -0.00100386 0.00100386 -4.08418e-18 0
0.0001315 -1.00387 0 1.71944 1.71944 1.00387 1.00387 0 0 0 -0.00100387 0.00100387 -3.28702e-18 0
0.000132 -1.00387 0 1.71944 1.71944 1.00387 1.00387 0 0 0 -0.00100387 0.00100387 -2.73221e-18 0
0.0001325 -1.00388 0 1.71944 1.71944 1.00388 1.00388 0 0 0 -0.00100388 0.00100388 -2.76408e-18 0
0.000133 -1.00388 0 1.71944 1.71944 1.00388 1.00388 0 0 0 -0.00100388 0.00100388 1.6317e-18 0
0.0001335 -1.00388 0 1.71944 1.71944 1.00388 1.00388 0 0 0 -0.00100388 0.00100388 -3.47792e-18 0
0.000134 -1.00388 0 1.71944 1.71944 1.00388 1.00388 0 0 0 -0.00100388 0.00100388 -7.02296e-19 0
0.0001345 -1.00388 0 1.71944 1.71944 1.00388 1.00388 0 0 0 -0.00100388 0.00100388 -1.87523e-18 0
0.000135 -1.00388 0 1.71944 1.71944 1.00388 1.00388 0 0 0 -0.00100388 0.00100388 -4.86567e-18 0
0.0001355 -1.00388 0 1.71944 1.71944 1.00388 1.00388 0 0 0 -0.00100388 0.00100388 -3.62509e-18 0
0.000136 -1.00388 0 1.71944 1.71944 1.00388 1.00388 0 0 0 -0.00100388 0.00100388 -3.35669e-18 0
0.0001365 -1.00388 0 1.71944 1.71944 1.00388 1.00388 0 0 0 -0.00100388 0.00100388 -9.58947e-19 0
0.000137 -1.00388 0 1.71944 1.71944 1.00388 1.00388 0 0 0 -0.00100388 0.00100388 -4.641e-18 0
0.0001375 -1.00388 0 1.71944 1.71944 1.00388 1.00388 0 0 0 -0.00100388 0.00100388 -3.91943e-18 0
0.000138 -1.00388 0 1.71944 1.71944 1.00388 1.00388 0 0 0 -0.00100388 0.00100388 -1.14974e-18 0
0.0001385 -1.00388 0 1.71944 1.71944 1.00388 1.00388 0 0 0 -0.00100388 0.00100388 -2.61691e-18 0
0.000139 -1.00388 0 1.71944 1.71944 1.00388 1.00388 0 0 0 -0.00100388 0.00100388 -3.3209e-18 0
0.0001395 -1.00388 0 1.71944 1.71944 1.00388 1.00388 0 0 0 -0.00100388 0.00100388 1.35748e-18 0
0.00014 -1.00388 0 1.71944 1.71944 1.00388 1.00388 0 0 5.55654e-13 -0.00100388 0.00100388 5.26537e-19 0
0.0001405 -1.05996 0 1.68414 0.00168246 1.05996 0.0010589 0 0 2 -0.00211886 0.00274242 -0.000623562 0
0.000141 -1.13309 0 1.63465 0.00163301 1.13309 0.00113195 0 0 2 -0.00226504 0.0027661 -0.000501059 0
0.0001415 -1.21001 0 1.57785 0.00157628 1.21001 0.0012088 0 0 2 -0.0024188 0.00278628 -0.000367482 0
0.000142 -1.28613 0 1.5161 0.00151458 1.28613 0.00128485 0 0 2 -0.00257098 0.00280071 -0.000229735 0
0.0001425 -1.3598 0 1.45023 0.00144878 1.3598 0.00135844 0 0 2 -0.00271824 0.00280858 -9.03391e-05 0
0.000143 -1.43033 0 1.38064 0.00137926 1.43033 0.0014289 0 0 2 -0.00285923 0.00280959 4.96382e-05 0
0.0001435 -1.49738 0 1.30758 0.00130628 1.49738 0.00149589 0 0 2 -0.00299327 0.00280366 0.000189609 0
0.000144 -1.56073 0 1.23126 0.00123003 1.56073 0.00155918 0 0 2 -0.00311991 0.00279076 0.000329147 0
0.0001445 -1.62021 0 1.15186 0.00115071 1.62021 0.00161859 0 0 2 -0.0032388 0.00277092 0.000467878 0
0.000145 -1.67565 0 1.0696 0.00106853 1.67565 0.00167398 0 0 2 -0.00334963 0.00274418 0.000605447 0
0.0001455 -1.72692 0 0.984672 0.000983688 1.72692 0.0017252 0 0 2 -0.00345212 0.00271061 0.000741509 0
0.000146 -1.77389 0 0.897292 0.000896395 1.77389 0.00177212 0 0 2 -0.00354601 0.00267029 0.000875725 0
0.0001465 -1.81644 0 0.807677 0.00080687 1.81644 0.00181463 0 0 2 -0.00363107 0.00262331 0.00100776 0
0.000147 -1.85447 0 0.716052 0.000715336 1.85447 0.00185262 0 0 2 -0.00370709 0.00256981 0.00113728 0
0.0001475 -1.88788 0 0.622643 0.000622021 1.88788 0.001886 0 0 2 -0.00377388 0.0025099 0.00126398 0
0.000148 -1.89902 0 0.591507 0.591507 1.89902 1.89902 0 0 0 -0.00189902 0.00189902 -9.52647e-19 0
0.0001485 -1.90273 0 0.581129 0.581129 1.90273 1.90273 0 0 0 -0.00190273 0.00190273 1.16287e-18 0
0.000149 -1.90397 0 0.577669 0.577669 1.90397 1.90397 0 0 0 -0.00190397 0.00190397 6.73815e-19 0
0.0001495 -1.90438 0 0.576516 0.576516 1.90438 1.90438 0 0 0 -0.00190438 0.00190438 -1.83732e-18 0
0.00015 -1.90452 0 0.576131 0.576131 1.90452 1.90452 0 0 0 -0.00190452 0.00190452 -1.44562e-18 0
0.0001505 -1.90457 0 0.576003 0.576003 1.90457 1.90457 0 0 0 -0.00190457 0.00190457 -1.2786e-18 0
0.000151 -1.90458 0 0.575961 0.575961 1.90458 1.90458 0 0 0 -0.00190458 0.00190458 -1.18611e-18 0
0.0001515 -1.90459 0 0.575946 0.575946 1.90459 1.90459 0 0 0 -0.00190459 0.00190459 1.08441e-18 0
0.000152 -1.90459 0 0.575942 0.575942 1.90459 1.90459 0 0 0 -0.00190459 0.00190459 -5.08167e-19 0
0.0001525 -1.90459 0 0.57594 0.57594 1.90459 1.90459 0 0 0 -0.00190459 0.00190459 -2.19419e-18 0
0.000153 -1.90459 0 0.575939 0.575939 1.90459 1.90459 0 0 0 -0.00190459 0.00190459 6.38028e-19 0
0.0001535 -1.90459 0 0.575939 0.575939 1.90459 1.90459 0 0 0 -0.00190459 0.00190459 -6.57298e-19 0
0.000154 -1.90459 0 0.575939 0.575939 1.90459 1.90459 0 0 0 -0.00190459 0.00190459 -1.05291e-18 0
0.0001545 -1.90459 0 0.575939 0.575939 1.90459 1.90459 0 0 0 -0.00190459 0.00190459 -1.14932e-18 0
0.000155 -1.90459 0 0.575939 0.575939 1.90459 1.90459 0 0 0 -0.00190459 0.00190459 -2.30287e-20 0
0.0001555 -1.90459 0 0.575939 0.575939 1.90459 1.90459 0 0 0 -0.00190459 0.00190459 2.43363e-19 0
0.000156 -1.90459 0 0.575939 0.575939 1.90459 1.90459 0 0 0 -0.00190459 0.00190459 -7.15902e-19 0
0.0001565 -1.90459 0 0.575939 0.575939 1.90459 1.90459 0 0 0 -0.00190459 0.00190459 -1.03698e-18 0
0.000157 -1.90459 0 0.575939 0.575939 1.90459 1.90459 0 0 0 -0.00190459 0.00190459 -2.20229e-20 0
0.0001575 -1.90459 0 0.575939 0.575939 1.90459 1.90459 0 0 0 -0.00190459 0.00190459 2.43363e-19 0
0.000158 -1.90459 0 0.575939 0.575939 1.90459 1.90459 0 0 0 -0.00190459 0.00190459 -7.87529e-19 0
0.0001585 -1.90459 0 0.575939 0.575939 1.90459 1.90459 0 0 0 -0.00190459 0.00190459 1.28924e-18 0
0.000159 -1.90459 0 0.575939 0.575939 1.90459 1.90459 0 0 0 -0.00190459 0.00190459 -1.55891e-18 0
0.0001595 -1.90459 0 0.575939 0.575939 1.90459 1.90459 0 0 0 -0.00190459 0.00190459 -1.35118e-18 0
0.00016 -1.90459 0 0.575939 0.575939 1.90459 1.90459 0 0 2.49366e-12 -0.00190459 0.00190459 1.03169e-18 0
0.0001605 -1.92164 0 0.511949 0.000511437 1.92164 0.00191972 0 0 2 -0.00384135 0.00243307 0.00140828 0
0.000161 -1.9415 0 0.425966 0.000425541 1.9415 0.00193956 0 0 2 -0.00388107 0.00236704 0.00151402 0
0.0001615 -1.95918 0 0.332065 0.000331733 1.95918 0.00195723 0 0 2 -0.00391641 0.00229092 0.00162549 0
0.000162 -1.97291 0 0.235066 0.000234831 1.97291 0.00197093 0 0 2 -0.00394384 0.00220774 0.0017361 0
0.0001625 -1.98203 0 0.136732 0.000136595 1.98203 0.00198005 0 0 2 -0.00396208 0.00211863 0.00184346 0
0.000163 -1.98633 0 0.0378086 3.77709e-05 1.98633 0.00198435 0 0 2 -0.00397068 0.0020241 0.00194658 0
0.0001635 -1.98573 0 -0.0612905 -6.12292e-05 1.98573 0.00198374 0 0 2 -0.00396947 0.0019245 0.00204497 0
0.000164 -1.98019 0 -0.160264 -0.000160104 1.98019 0.00197821 0 0 2 -0.0039584 0.00182008 0.00213831 0
0.0001645 -1.96972 0 -0.258847 -0.000258588 1.96972 0.00196775 0 0 2 -0.00393747 0.00171113 0.00222634 0
0.000165 -1.95435 0 -0.356788 -0.000356431 1.95435 0.0019524 0 0 2 -0.00390675 0.00159792 0.00230883 0
0.0001655 -1.93411 0 -0.453841 -0.000453387 1.93411 0.00193218 0 0 2 -0.0038663 0.00148073 0.00238557 0
0.000166 -1.90906 0 -0.549764 -0.000549214 1.90906 0.00190716 0 0 2 -0.00381622 0.00135985 0.00245637 0
0.0001665 -1.87926 0 -0.644317 -0.000643673 1.87926 0.00187738 0 0 2 -0.00375663 0.00123558 0.00252105 0
0.000167 -1.84477 0 -0.737266 -0.000736529 1.84477 0.00184293 0 0 2 -0.0036877 0.00110824 0.00257946 0
0.0001675 -1.80569 0 -0.828378 -0.000827551 1.80569 0.00180388 0 0 2 -0.00360957 0.000978138 0.00263144 0
0.000168 -1.79266 0 -0.858749 -0.858749 1.79266 1.79266 0 0 0 -0.00179266 0.00179266 1.16033e-18 0
0.0001685 -1.78832 0 -0.868873 -0.868873 1.78832 1.78832 0 0 0 -0.00178832 0.00178832 1.05667e-19 0
0.000169 -1.78687 0 -0.872247 -0.872247 1.78687 1.78687 0 0 0 -0.00178687 0.00178687 8.75091e-19 0
0.0001695 -1.78639 0 -0.873372 -0.873372 1.78639 1.78639 0 0 0 -0.00178639 0.00178639 8.38563e-20 0
0.00017 -1.78623 0 -0.873747 -0.873747 1.78623 1.78623 0 0 0 -0.00178623 0.00178623 -2.15411e-19 0
0.0001705 -1.78618 0 -0.873872 -0.873872 1.78618 1.78618 0 0 0 -0.00178618 0.00178618 2.10689e-18 0
0.000171 -1.78616 0 -0.873914 -0.873914 1.78616 1.78616 0 0 0 -0.00178616 0.00178616 4.97367e-19 0
0.0001715 -1.78615 0 -0.873928 -0.873928 1.78615 1.78615 0 0 0 -0.00178615 0.00178615 1.1535e-18 0
0.000172 -1.78615 0 -0.873932 -0.873932 1.78615 1.78615 0 0 0 -0.00178615 0.00178615 2.1504e-19 0
0.0001725 -1.78615 0 -0.873934 -0.873934 1.78615 1.78615 0 0 0 -0.00178615 0.00178615 1.13164e-18 0
0.000173 -1.78615 0 -0.873934 -0.873934 1.78615 1.78615 0 0 0 -0.00178615 0.00178615 -8.74456e-19 0
0.0001735 -1.78615 0 -0.873934 -0.873934 1.78615 1.78615 0 0 0 -0.00178615 0.00178615 -3.14726e-19 0
0.000174 -1.78615 0 -0.873934 -0.873934 1.78615 1.78615 0 0 0 -0.00178615 0.00178615 -2.72056e-19 0
0.0001745 -1.78615 0 -0.873934 -0.873934 1.78615 1.78615 0 0 0 -0.00178615 0.00178615 2.09191e-18 0
0.000175 -1.78615 0 -0.873934 -0.873934 1.78615 1.78615 0 0 0 -0.00178615 0.00178615 -4.44004e-19 0
0.0001755 -1.78615 0 -0.873934 -0.873934 1.78615 1.78615 0 0 0 -0.00178615 0.00178615 2.07205e-18 0
0.000176 -1.78615 0 -0.873934 -0.873934 1.78615 1.78615 0 0 0 -0.00178615 0.00178615 1.9369e-18 0
0.0001765 -1.78615 0 -0.873934 -0.873934 1.78615 1.78615 0 0 0 -0.00178615 0.00178615 6.27598e-19 0
0.000177 -1.78615 0 -0.873934 -0.873934 1.78615 1.78615 0 0 0 -0.00178615 0.00178615 -8.19769e-19 0
0.0001775 -1.78615 0 -0.873934 -0.873934 1.78615 1.78615 0 0 0 -0.00178615 0.00178615 -2.8995e-19 0
0.000178 -1.78615 0 -0.873934 -0.873934 1.78615 1.78615 0 0 0 -0.00178615 0.00178615 1.18929e-18 0
0.0001785 -1.78615 0 -0.873934 -0.873934 1.78615 1.78615 0 0 0 -0.00178615 0.00178615 -6.30881e-19 0
0.000179 -1.78615 0 -0.873934 -0.873934 1.78615 1.78615 0 0 0 -0.00178615 0.00178615 9.67576e-19 0
0.0001795 -1.78615 0 -0.873934 -0.873934 1.78615 1.78615 0 0 0 -0.00178615 0.00178615 -6.30881e-19 0
0.00018 -1.78615 0 -0.873934 -0.873934 1.78615 1.78615 0 0 4.43168e-12 -0.00178615 0.00178615 1.07796e-18 0
0.0001805 -1.7551 0 -0.932379 -0.000931448 1.7551 0.00175335 0 0 2 -0.00350845 0.000823652 0.00268479 0
0.000181 -1.71116 0 -1.00884 -0.00100783 1.71116 0.00170945 0 0 2 -0.0034206 0.000703322 0.00271728 0
0.0001815 -1.66022 0 -1.08962 -0.00108853 1.66022 0.00165857 0 0 2 -0.00331879 0.000571697 0.00274709 0
0.000182 -1.60429 0 -1.16996 -0.00116879 1.60429 0.00160268 0 0 2 -0.00320697 0.000435493 0.00277148 0
0.0001825 -1.54408 0 -1.24816 -0.00124692 1.54408 0.00154253 0 0 2 -0.00308661 0.000297161 0.00278945 0
0.000183 -1.47993 0 -1.32351 -0.00132219 1.47993 0.00147846 0 0 2 -0.00295839 0.000157745 0.00280065 0
0.0001835 -1.41208 0 -1.39565 -0.00139426 1.41208 0.00141067 0 0 2 -0.00282275 1.78222e-05 0.00280492 0
0.000184 -1.3407 0 -1.46434 -0.00146288 1.3407 0.00133936 0 0 2 -0.00268005 -0.000122182 0.00280224 0
0.0001845 -1.26597 0 -1.5294 -0.00152787 1.26597 0.00126471 0 0 2 -0.00253068 -0.000261894 0.00279258 0
0.000185 -1.1881 0 -1.59064 -0.00158906 1.1881 0.00118691 0 0 2 -0.00237501 -0.000400957 0.00277597 0
0.0001855 -1.10726 0 -1.64793 -0.00164629 1.10726 0.00110616 0 0 2 -0.00221342 -0.000539023 0.00275244 0
0.000186 -1.02367 0 -1.70112 -0.00169942 1.02367 0.00102265 0 0 2 -0.00204632 -0.000675746 0.00272207 0
0.0001865 -0.93753 0 -1.75006 -0.00174832 0.93753 0.000936593 0 0 2 -0.00187412 -0.000810786 0.00268491 0
0.000187 -0.849054 0 -1.79465 -0.00179286 0.849054 0.000848206 0 0 2 -0.00169726 -0.000943807 0.00264107 0
0.0001875 -0.758464 0 -1.83477 -0.00183294 0.758464 0.000757706 0 0 2 -0.00151617 -0.00107448 0.00259065 0
0.000188 -0.728267 0 -1.84815 -1.84815 0.728267 0.728267 0 0 0 -0.000728267 0.000728267 4.16878e-18 0
0.0001885 -0.718202 0 -1.85261 -1.85261 0.718202 0.718202 0 0 0 -0.000718202 0.000718202 3.3893e-18 0
0.000189 -0.714847 0 -1.85409 -1.85409 0.714847 0.714847 0 0 0 -0.000714847 0.000714847 3.27601e-18 0
0.0001895 -0.713728 0 -1.85459 -1.85459 0.713728 0.713728 0 0 0 -0.000713728 0.000713728 3.30989e-18 0
0.00019 -0.713355 0 -1.85475 -1.85475 0.713355 0.713355 0 0 0 -0.000713355 0.000713355 -1.37251e-18 0
0.0001905 -0.713231 0 -1.85481 -1.85481 0.713231 0.713231 0 0 0 -0.000713231 0.000713231 -3.34472e-19 0
0.000191 -0.71319 0 -1.85482 -1.85482 0.71319 0.71319 0 0 0 -0.00071319 0.00071319 2.18058e-18 0
0.0001915 -0.713176 0 -1.85483 -1.85483 0.713176 0.713176 0 0 0 -0.000713176 0.000713176 -1.6766e-18 0
0.000192 -0.713171 0 -1.85483 -1.85483 0.713171 0.713171 0 0 0 -0.000713171 0.000713171 1.80683e-18 0
0.0001925 -0.71317 0 -1.85483 -1.85483 0.71317 0.71317 0 0 0 -0.00071317 0.00071317 2.74915e-18 0
0.000193 -0.713169 0 -1.85483 -1.85483 0.713169 0.713169 0 0 0 -0.000713169 0.000713169 -1.48972e-18 0
0.0001935 -0.713169 0 -1.85483 -1.85483 0.713169 0.713169 0 0 0 -0.000713169 0.000713169 -4.43845e-19 0
0.000194 -0.713169 0 -1.85483 -1.85483 0.713169 0.713169 0 0 0 -0.000713169 0.000713169 2.07311e-18 0
0.0001945 -0.713169 0 -1.85483 -1.85483 0.713169 0.713169 0 0 0 -0.000713169 0.000713169 -1.71048e-18 0
0.000195 -0.713169 0 -1.85483 -1.85483 0.713169 0.713169 0 0 0 -0.000713169 0.000713169 -3.70259e-19 0
0.0001955 -0.713169 0 -1.85483 -1.85483 0.713169 0.713169 0 0 0 -0.000713169 0.000713169 7.708e-20 0
0.000196 -0.713169 0 -1.85483 -1.85483 0.713169 0.713169 0 0 0 -0.000713169 0.000713169 -6.22569e-20 0
0.0001965 -0.713169 0 -1.85483 -1.85483 0.713169 0.713169 0 0 0 -0.000713169 0.000713169 4.8031e-18 0
0.000197 -0.713169 0 -1.85483 -1.85483 0.713169 0.713169 0 0 0 -0.000713169 0.000713169 1.80291e-18 0
0.0001975 -0.713169 0 -1.85483 -1.85483 0.713169 0.713169 0 0 0 -0.000713169 0.000713169 2.89823e-18 0
0.000198 -0.713169 0 -1.85483 -1.85483 0.713169 0.713169 0 0 0 -0.000713169 0.000713169 1.16859e-18 0
0.0001985 -0.713169 0 -1.85483 -1.85483 0.713169 0.713169 0 0 0 -0.000713169 0.000713169 -1.64864e-18 0
0.000199 -0.713169 0 -1.85483 -1.85483 0.713169 0.713169 0 0 0 -0.000713169 0.000713169 4.06533e-18 0
0.0001995 -0.713169 0 -1.85483 -1.85483 0.713169 0.713169 0 0 0 -0.000713169 0.000713169 3.80477e-18 0
0.0002 -0.713169 0 -1.85483 -1.85483 0.713169 0.713169 0 0 6.36969e-12 -0.000713169 0.000713169 1.61984e-18 0
0.0002005 -0.650681 0 -1.8765 -0.00187463 0.650681 0.000650031 0 0 2 -0.00130071 -0.00122395 0.00252466 0
0.000201 -0.566496 0 -1.90259 -0.00190069 0.566496 0.00056593 0 0 2 -0.00113243 -0.00133419 0.00246662 0
0.0002015 -0.474262 0 -1.92708 -0.00192515 0.474262 0.000473789 0 0 2 -0.000948051 -0.00145089 0.00239894 0
0.000202 -0.378655 0 -1.94785 -0.0019459 0.378655 0.000378276 0 0 2 -0.000756931 -0.00156725 0.00232418 0
0.0002025 -0.281379 0 -1.96414 -0.00196218 0.281379 0.000281098 0 0 2 -0.000562477 -0.0016808 0.00224328 0
0.000203 -0.183164 0 -1.97567 -0.0019737 0.183164 0.000182981 0 0 2 -0.000366145 -0.00179054 0.00215668 0
0.0002035 -0.084414 0 -1.98233 -0.00198035 0.084414 8.43297e-05 0 0 2 -0.000168744 -0.00189593 0.00206468 0
0.000204 0.0145719 0 -1.98406 -0.00198208 -0.0145719 -1.45574e-05 0 0 2 2.91293e-05 -0.00199665 0.00196752 0
0.0002045 0.11353 0 -1.98086 -0.00197888 -0.11353 -0.000113416 0 0 2 0.000226946 -0.00209241 0.00186546 0
0.000205 0.212208 0 -1.97272 -0.00197075 -0.212208 -0.000211996 0 0 2 0.000424203 -0.00218296 0.00175876 0
0.0002055 0.310358 0 -1.95968 -0.00195772 -0.310358 -0.000310048 0 0 2 0.000620405 -0.00226808 0.00164767 0
0.000206 0.407735 0 -1.94175 -0.00193981 -0.407735 -0.000407327 0 0 2 0.000815062 -0.00234755 0.00153248 0
0.0002065 0.504096 0 -1.91899 -0.00191707 -0.504096 -0.000503593 0 0 2 0.00100769 -0.00242117 0.00141348 0
0.000207 0.599202 0 -1.89145 -0.00188956 -0.599202 -0.000598603 0 0 2 0.00119781 -0.00248876 0.00129096 0
0.0002075 0.692815 0 -1.8592 -0.00185734 -0.692815 -0.000692123 0 0 2 0.00138494 -0.00255016 0.00116522 0
0.000208 0.72402 0 -1.84845 -1.84845 -0.72402 -0.72402 0 0 0 0.00072402 -0.00072402 -9.60959e-19 0
0.0002085 0.734421 0 -1.84486 -1.84486 -0.734421 -0.734421 0 0 0 0.000734421 -0.000734421 2.34099e-19 0
0.000209 0.737888 0 -1.84367 -1.84367 -0.737888 -0.737888 0 0 0 0.000737888 -0.000737888 -1.74828e-18 0
0.0002095 0.739044 0 -1.84327 -1.84327 -0.739044 -0.739044 0 0 0 0.000739044 -0.000739044 -9.80441e-20 0
0.00021 0.739429 0 -1.84314 -1.84314 -0.739429 -0.739429 0 0 0 0.000739429 -0.000739429 -2.00292e-18 0
0.0002105 0.739558 0 -1.84309 -1.84309 -0.739558 -0.739558 0 0 0 0.000739558 -0.000739558 4.58425e-18 0
