t 1 2 3 4 5 6 7 8 9 jO0500 jO0100 jO0300 jV0900 
0.000211 0.7396 0 -1.84308 -1.84308 -0.7396 -0.7396 0 0 0 0.0007396 -0.0007396 4.25613e-18 0
0.0002115 0.739615 0 -1.84308 -1.84308 -0.739615 -0.739615 0 0 0 0.000739615 -0.000739615 4.43517e-18 0
0.000212 0.739619 0 -1.84307 -1.84307 -0.739619 -0.739619 0 0 0 0.000739619 -0.000739619 2.25808e-18 0
0.0002125 0.739621 0 -1.84307 -1.84307 -0.739621 -0.739621 0 0 0 0.000739621 -0.000739621 -9.2316e-19 0
0.000213 0.739622 0 -1.84307 -1.84307 -0.739622 -0.739622 0 0 0 0.000739622 -0.000739622 2.85662e-18 0
0.0002135 0.739622 0 -1.84307 -1.84307 -0.739622 -0.739622 0 0 0 0.000739622 -0.000739622 1.73515e-18 0
0.000214 0.739622 0 -1.84307 -1.84307 -0.739622 -0.739622 0 0 0 0.000739622 -0.000739622 1.35938e-18 0
0.0002145 0.739622 0 -1.84307 -1.84307 -0.739622 -0.739622 0 0 0 0.000739622 -0.000739622 -1.22343e-18 0
0.000215 0.739622 0 -1.84307 -1.84307 -0.739622 -0.739622 0 0 0 0.000739622 -0.000739622 4.99982e-18 0
0.0002155 0.739622 0 -1.84307 -1.84307 -0.739622 -0.739622 0 0 0 0.000739622 -0.000739622 2.3773e-18 0
0.000216 0.739622 0 -1.84307 -1.84307 -0.739622 -0.739622 0 0 0 0.000739622 -0.000739622 -8.11775e-19 0
0.0002165 0.739622 0 -1.84307 -1.84307 -0.739622 -0.739622 0 0 0 0.000739622 -0.000739622 2.82274e-18 0
0.000217 0.739622 0 -1.84307 -1.84307 -0.739622 -0.739622 0 0 0 0.000739622 -0.000739622 -8.09869e-19 0
0.0002175 0.739622 0 -1.84307 -1.84307 -0.739622 -0.739622 0 0 0 0.000739622 -0.000739622 2.82274e-18 0
0.000218 0.739622 0 -1.84307 -1.84307 -0.739622 -0.739622 0 0 0 0.000739622 -0.000739622 -7.34272e-19 0
0.0002185 0.739622 0 -1.84307 -1.84307 -0.739622 -0.739622 0 0 0 0.000739622 -0.000739622 3.94929e-19 0
0.000219 0.739622 0 -1.84307 -1.84307 -0.739622 -0.739622 0 0 0 0.000739622 -0.000739622 8.42374e-19 0
0.0002195 0.739622 0 -1.84307 -1.84307 -0.739622 -0.739622 0 0 0 0.000739622 -0.000739622 1.13862e-18 0
0.00022 0.739622 0 -1.84307 -1.84307 -0.739622 -0.739622 0 0 8.3077e-12 0.000739622 -0.000739622 -1.14392e-18 0
0.0002205 0.800109 0 -1.81643 -0.00181461 -0.800109 -0.00079931 0 0 2 0.00159942 -0.00261472 0.0010153 0
0.000221 0.879488 0 -1.77826 -0.00177648 -0.879488 -0.000878609 0 0 2 0.0017581 -0.00265597 0.000897875 0
0.0002215 0.963671 0 -1.73345 -0.00173172 -0.963671 -0.000962708 0 0 2 0.00192638 -0.00269539 0.000769008 0
0.000222 1.0478 0 -1.68362 -0.00168194 -1.0478 -0.00104675 0 0 2 0.00209455 -0.00272973 0.000635187 0
0.0002225 1.1301 0 -1.62938 -0.00162775 -1.1301 -0.00112897 0 0 2 0.00225906 -0.00275785 0.000498781 0
0.000223 1.20984 0 -1.57101 -0.00156944 -1.20984 -0.00120864 0 0 2 0.00241848 -0.00277928 0.000360802 0
0.0002235 1.28667 0 -1.50871 -0.0015072 -1.28667 -0.00128538 0 0 2 0.00257205 -0.00279387 0.000221816 0
0.000224 1.36031 0 -1.44264 -0.0014412 -1.36031 -0.00135896 0 0 2 0.00271927 -0.00280151 8.22425e-05 0
0.0002245 1.43058 0 -1.37298 -0.00137161 -1.43058 -0.00142916 0 0 2 0.00285974 -0.00280219 -5.75476e-05 0
0.000225 1.49729 0 -1.2999 -0.0012986 -1.49729 -0.0014958 0 0 2 0.00299309 -0.00279589 -0.000197198 0
0.0002255 1.56028 0 -1.22358 -0.00122236 -1.56028 -0.00155872 0 0 2 0.00311899 -0.00278264 -0.000336358 0
0.000226 1.61937 0 -1.14422 -0.00114307 -1.61937 -0.00161775 0 0 2 0.00323713 -0.00276245 -0.00047468 0
0.0002265 1.67444 0 -1.062 -0.00106094 -1.67444 -0.00167276 0 0 2 0.0033472 -0.00273538 -0.00061182 0
0.000227 1.72533 0 -0.977146 -0.00097617 -1.72533 -0.00172361 0 0 2 0.00344894 -0.0027015 -0.000747436 0
0.0002275 1.77193 0 -0.889855 -0.000888966 -1.77193 -0.00177016 0 0 2 0.00354208 -0.00266089 -0.00088119 0
0.000228 1.78746 0 -0.860758 -0.860758 -1.78746 -1.78746 0 0 0 0.00178746 -0.00178746 -6.78738e-19 0
0.0002285 1.79264 0 -0.851059 -0.851059 -1.79264 -1.79264 0 0 0 0.00179264 -0.00179264 1.25769e-18 0
0.000229 1.79436 0 -0.847826 -0.847826 -1.79436 -1.79436 0 0 0 0.00179436 -0.00179436 -3.72694e-19 0
0.0002295 1.79494 0 -0.846748 -0.846748 -1.79494 -1.79494 0 0 0 0.00179494 -0.00179494 -9.16437e-19 0
0.00023 1.79513 0 -0.846389 -0.846389 -1.79513 -1.79513 0 0 0 0.00179513 -0.00179513 1.31396e-19 0
0.0002305 1.79519 0 -0.846269 -0.846269 -1.79519 -1.79519 0 0 0 0.00179519 -0.00179519 -6.39033e-19 0
0.000231 1.79521 0 -0.846229 -0.846229 -1.79521 -1.79521 0 0 0 0.00179521 -0.00179521 1.9e-19 0
0.0002315 1.79522 0 -0.846216 -0.846216 -1.79522 -1.79522 0 0 0 0.00179522 -0.00179522 -5.10761e-19 0
0.000232 1.79522 0 -0.846211 -0.846211 -1.79522 -1.79522 0 0 0 0.00179522 -0.00179522 1.46055e-18 0
0.0002325 1.79522 0 -0.84621 -0.84621 -1.79522 -1.79522 0 0 0 0.00179522 -0.00179522 2.0828e-18 0
0.000233 1.79522 0 -0.846209 -0.846209 -1.79522 -1.79522 0 0 0 0.00179522 -0.00179522 2.43575e-18 0
0.0002335 1.79522 0 -0.846209 -0.846209 -1.79522 -1.79522 0 0 0 0.00179522 -0.00179522 2.41775e-19 0
0.000234 1.79522 0 -0.846209 -0.846209 -1.79522 -1.79522 0 0 0 0.00179522 -0.00179522 -6.33157e-19 0
0.0002345 1.79522 0 -0.846209 -0.846209 -1.79522 -1.79522 0 0 0 0.00179522 -0.00179522 4.84344e-19 0
0.000235 1.79522 0 -0.846209 -0.846209 -1.79522 -1.79522 0 0 0 0.00179522 -0.00179522 7.87476e-19 0
0.0002355 1.79522 0 -0.846209 -0.846209 -1.79522 -1.79522 0 0 0 0.00179522 -0.00179522 2.045e-18 0
0.000236 1.79522 0 -0.846209 -0.846209 -1.79522 -1.79522 0 0 0 0.00179522 -0.00179522 2.61627e-19 0
0.0002365 1.79522 0 -0.846209 -0.846209 -1.79522 -1.79522 0 0 0 0.00179522 -0.00179522 7.52642e-19 0
0.000237 1.79522 0 -0.846209 -0.846209 -1.79522 -1.79522 0 0 0 0.00179522 -0.00179522 -2.39499e-19 0
0.0002375 1.79522 0 -0.846209 -0.846209 -1.79522 -1.79522 0 0 0 0.00179522 -0.00179522 6.60209e-19 0
0.000238 1.79522 0 -0.846209 -0.846209 -1.79522 -1.79522 0 0 0 0.00179522 -0.00179522 1.10564e-18 0
0.0002385 1.79522 0 -0.846209 -0.846209 -1.79522 -1.79522 0 0 0 0.00179522 -0.00179522 1.18214e-18 0
0.000239 1.79522 0 -0.846209 -0.846209 -1.79522 -1.79522 0 0 0 0.00179522 -0.00179522 2.43575e-18 0
0.0002395 1.79522 0 -0.846209 -0.846209 -1.79522 -1.79522 0 0 0 0.00179522 -0.00179522 5.77782e-19 0
0.00024 1.79522 0 -0.846209 -0.846209 -1.79522 -1.79522 0 0 1.02457e-11 0.00179522 -0.00179522 -1.11226e-19 0
0.0002405 1.82138 0 -0.785557 -0.000784772 -1.82138 -0.00181956 0 0 2 0.00364095 -0.00260616 -0.00103479 0
0.000241 1.85353 0 -0.703617 -0.000702914 -1.85353 -0.00185168 0 0 2 0.00370522 -0.00255645 -0.00114877 0
0.0002415 1.88468 0 -0.613544 -0.000612931 -1.88468 -0.0018828 0 0 2 0.00376748 -0.00249761 -0.00126987 0
0.000242 1.91237 0 -0.519837 -0.000519318 -1.91237 -0.00191046 0 0 2 0.00382284 -0.00243169 -0.00139115 0
0.0002425 1.93573 0 -0.424142 -0.000423718 -1.93573 -0.0019338 0 0 2 0.00386953 -0.00235945 -0.00151008 0
0.000243 1.95441 0 -0.327161 -0.000326834 -1.95441 -0.00195246 0 0 2 0.00390687 -0.00228124 -0.00162562 0
0.0002435 1.96827 0 -0.229291 -0.000229062 -1.96827 -0.0019663 0 0 2 0.00393458 -0.00219733 -0.00173724 0
0.000244 1.97725 0 -0.130825 -0.000130694 -1.97725 -0.00197527 0 0 2 0.00395252 -0.00210794 -0.00184458 0
0.0002445 1.98131 0 -0.0320255 -3.19935e-05 -1.98131 -0.00197933 0 0 2 0.00396063 -0.0020133 -0.00194733 0
0.000245 1.98043 0 0.0668562 6.67894e-05 -1.98043 -0.00197846 0 0 2 0.00395889 -0.00191364 -0.00204524 0
0.0002455 1.97463 0 0.165572 0.000165407 -1.97463 -0.00197266 0 0 2 0.00394729 -0.00180922 -0.00213806 0
0.000246 1.96391 0 0.263875 0.000263612 -1.96391 -0.00196195 0 0 2 0.00392585 -0.0017003 -0.00222556 0
0.0002465 1.94829 0 0.361521 0.00036116 -1.94829 -0.00194635 0 0 2 0.00389464 -0.00158713 -0.00230751 0
0.000247 1.92783 0 0.458267 0.000457809 -1.92783 -0.0019259 0 0 2 0.00385373 -0.00147002 -0.00238371 0
0.0002475 1.90256 0 0.553871 0.000553318 -1.90256 -0.00190066 0 0 2 0.00380323 -0.00134925 -0.00245398 0
0.000248 1.89414 0 0.585739 0.585739 -1.89414 -1.89414 0 0 0 0.00189414 -0.00189414 1.05641e-18 0
0.0002485 1.89134 0 0.596362 0.596362 -1.89134 -1.89134 0 0 0 0.00189134 -0.00189134 -3.31349e-19 0
0.000249 1.8904 0 0.599902 0.599902 -1.8904 -1.8904 0 0 0 0.0018904 -0.0018904 2.89897e-19 0
0.0002495 1.89009 0 0.601083 0.601083 -1.89009 -1.89009 0 0 0 0.00189009 -0.00189009 5.32519e-19 0
0.00025 1.88998 0 0.601476 0.601476 -1.88998 -1.88998 0 0 0 0.00188998 -0.00188998 -1.73605e-18 0
0.0002505 1.88995 0 0.601607 0.601607 -1.88995 -1.88995 0 0 0 0.00188995 -0.00188995 -1.82218e-19 0
0.000251 1.88994 0 0.601651 0.601651 -1.88994 -1.88994 0 0 0 0.00188994 -0.00188994 -8.19451e-19 0
0.0002515 1.88993 0 0.601666 0.601666 -1.88993 -1.88993 0 0 0 0.00188993 -0.00188993 1.13492e-18 0
0.000252 1.88993 0 0.60167 0.60167 -1.88993 -1.88993 0 0 0 0.00188993 -0.00188993 7.00496e-19 0
0.0002525 1.88993 0 0.601672 0.601672 -1.88993 -1.88993 0 0 0 0.00188993 -0.00188993 -1.79275e-18 0
0.000253 1.88993 0 0.601673 0.601673 -1.88993 -1.88993 0 0 0 0.00188993 -0.00188993 -3.11496e-19 0
0.0002535 1.88993 0 0.601673 0.601673 -1.88993 -1.88993 0 0 0 0.00188993 -0.00188993 -2.16555e-18 0
0.000254 1.88993 0 0.601673 0.601673 -1.88993 -1.88993 0 0 0 0.00188993 -0.00188993 6.82603e-19 0
0.0002545 1.88993 0 0.601673 0.601673 -1.88993 -1.88993 0 0 0 0.00188993 -0.00188993 4.40987e-19 0
0.000255 1.88993 0 0.601673 0.601673 -1.88993 -1.88993 0 0 0 0.00188993 -0.00188993 -7.24054e-19 0
0.0002555 1.88993 0 0.601673 0.601673 -1.88993 -1.88993 0 0 0 0.00188993 -0.00188993 4.44163e-20 0
0.000256 1.88993 0 0.601673 0.601673 -1.88993 -1.88993 0 0 0 0.00188993 -0.00188993 -9.64665e-19 0
0.0002565 1.88993 0 0.601673 0.601673 -1.88993 -1.88993 0 0 0 0.00188993 -0.00188993 -1.1913e-18 0
0.000257 1.88993 0 0.601673 0.601673 -1.88993 -1.88993 0 0 0 0.00188993 -0.00188993 -1.30268e-18 0
0.0002575 1.88993 0 0.601673 0.601673 -1.88993 -1.88993 0 0 0 0.00188993 -0.00188993 -1.37627e-18 0
0.000258 1.88993 0 0.601673 0.601673 -1.88993 -1.88993 0 0 0 0.00188993 -0.00188993 8.39568e-19 0
0.0002585 1.88993 0 0.601673 0.601673 -1.88993 -1.88993 0 0 0 0.00188993 -0.00188993 -5.55071e-19 0
0.000259 1.88993 0 0.601673 0.601673 -1.88993 -1.88993 0 0 0 0.00188993 -0.00188993 2.84285e-20 0
0.0002595 1.88993 0 0.601673 0.601673 -1.88993 -1.88993 0 0 0 0.00188993 -0.00188993 -2.08905e-18 0
0.00026 1.88993 0 0.601673 0.601673 -1.88993 -1.88993 0 0 1.21837e-11 0.00188993 -0.00188993 -1.56706e-18 0
0.0002605 1.86782 0 0.663871 0.000663208 -1.86782 -0.00186596 0 0 2 0.00373378 -0.00120462 -0.00252917 0
0.000261 1.83562 0 0.745731 0.000744986 -1.83562 -0.00183379 0 0 2 0.00366941 -0.00109064 -0.00257877 0
0.0002615 1.79715 0 0.832862 0.00083203 -1.79715 -0.00179536 0 0 2 0.00359251 -0.000965124 -0.00262739 0
0.000262 1.75369 0 0.920304 0.000919385 -1.75369 -0.00175193 0 0 2 0.00350562 -0.000834301 -0.00267132 0
0.0002625 1.70569 0 1.00625 0.00100525 -1.70569 -0.00170398 0 0 2 0.00340967 -0.000700442 -0.00270923 0
0.000263 1.65339 0 1.08996 0.00108887 -1.65339 -0.00165174 0 0 2 0.00330513 -0.000564524 -0.00274061 0
0.0002635 1.59697 0 1.17104 0.00116987 -1.59697 -0.00159537 0 0 2 0.00319234 -0.000427097 -0.00276524 0
0.000264 1.53656 0 1.24923 0.00124799 -1.53656 -0.00153502 0 0 2 0.00307158 -0.000288572 -0.00278301 0
0.0002645 1.47232 0 1.32433 0.001323 -1.47232 -0.00147085 0 0 2 0.00294317 -0.000149317 -0.00279385 0
0.000265 1.40442 0 1.39612 0.00139473 -1.40442 -0.00140301 0 0 2 0.00280743 -9.68748e-06 -0.00279774 0
0.0002655 1.33302 0 1.46445 0.00146298 -1.33302 -0.00133169 0 0 2 0.0026647 0.000129967 -0.00279467 0
0.000266 1.2583 0 1.52912 0.0015276 -1.2583 -0.00125704 0 0 2 0.00251534 0.000269298 -0.00278464 0
0.0002665 1.18044 0 1.58999 0.0015884 -1.18044 -0.00117926 0 0 2 0.00235971 0.000407958 -0.00276767 0
0.000267 1.09965 0 1.6469 0.00164525 -1.09965 -0.00109855 0 0 2 0.0021982 0.000545601 -0.0027438 0
0.0002675 1.01612 0 1.6997 0.00169801 -1.01612 -0.0010151 0 0 2 0.00203122 0.000681886 -0.00271311 0
0.000268 0.988276 0 1.71731 1.71731 -0.988276 -0.988276 0 0 0 0.000988276 -0.000988276 1.99381e-18 0
0.0002685 0.978995 0 1.72317 1.72317 -0.978995 -0.978995 0 0 0 0.000978995 -0.000978995 -2.12986e-18 0
0.000269 0.975901 0 1.72513 1.72513 -0.975901 -0.975901 0 0 0 0.000975901 -0.000975901 -1.33471e-18 0
0.0002695 0.97487 0 1.72578 1.72578 -0.97487 -0.97487 0 0 0 0.00097487 -0.00097487 -9.23054e-19 0
0.00027 0.974526 0 1.726 1.726 -0.974526 -0.974526 0 0 0 0.000974526 -0.000974526 -3.17373e-18 0
0.0002705 0.974412 0 1.72607 1.72607 -0.974412 -0.974412 0 0 0 0.000974412 -0.000974412 -3.70651e-18 0
0.000271 0.974373 0 1.72609 1.72609 -0.974373 -0.974373 0 0 0 0.000974373 -0.000974373 -1.7919e-18 0
0.0002715 0.974361 0 1.7261 1.7261 -0.974361 -0.974361 0 0 0 0.000974361 -0.000974361 -1.29882e-18 0
0.000272 0.974356 0 1.72611 1.72611 -0.974356 -0.974356 0 0 0 0.000974356 -0.000974356 1.17653e-18 0
0.0002725 0.974355 0 1.72611 1.72611 -0.974355 -0.974355 0 0 0 0.000974355 -0.000974355 -4.86366e-18 0
0.000273 0.974354 0 1.72611 1.72611 -0.974354 -0.974354 0 0 0 0.000974354 -0.000974354 -4.5654e-18 0
0.0002735 0.974354 0 1.72611 1.72611 -0.974354 -0.974354 0 0 0 0.000974354 -0.000974354 1.33408e-20 0
0.000274 0.974354 0 1.72611 1.72611 -0.974354 -0.974354 0 0 0 0.000974354 -0.000974354 -8.47562e-19 0
0.0002745 0.974354 0 1.72611 1.72611 -0.974354 -0.974354 0 0 0 0.000974354 -0.000974354 1.17653e-18 0
0.000275 0.974354 0 1.72611 1.72611 -0.974354 -0.974354 0 0 0 0.000974354 -0.000974354 1.92414e-18 0
0.0002755 0.974354 0 1.72611 1.72611 -0.974354 -0.974354 0 0 0 0.000974354 -0.000974354 -2.13241e-19 0
0.000276 0.974354 0 1.72611 1.72611 -0.974354 -0.974354 0 0 0 0.000974354 -0.000974354 -1.14381e-18 0
0.0002765 0.974354 0 1.72611 1.72611 -0.974354 -0.974354 0 0 0 0.000974354 -0.000974354 -3.40433e-18 0
0.000277 0.974354 0 1.72611 1.72611 -0.974354 -0.974354 0 0 0 0.000974354 -0.000974354 -4.30695e-18 0
0.0002775 0.974354 0 1.72611 1.72611 -0.974354 -0.974354 0 0 0 0.000974354 -0.000974354 -4.75429e-18 0
0.000278 0.974354 0 1.72611 1.72611 -0.974354 -0.974354 0 0 0 0.000974354 -0.000974354 1.88825e-18 0
0.0002785 0.974354 0 1.72611 1.72611 -0.974354 -0.974354 0 0 0 0.000974354 -0.000974354 -2.76609e-18 0
0.000279 0.974354 0 1.72611 1.72611 -0.974354 -0.974354 0 0 0 0.000974354 -0.000974354 3.05779e-19 0
0.0002795 0.974354 0 1.72611 1.72611 -0.974354 -0.974354 0 0 0 0.000974354 -0.000974354 -3.5118e-18 0
0.00028 0.974354 0 1.72611 1.72611 -0.974354 -0.974354 0 0 1.41217e-11 0.000974354 -0.000974354 -4.71459e-18 0
0.0002805 0.915859 0 1.7566 0.00175485 -0.915859 -0.000914944 0 0 2 0.0018308 0.00083899 -0.00266979 0
0.000281 0.8366 0 1.79463 0.00179284 -0.8366 -0.000835764 0 0 2 0.00167236 0.000956237 -0.0026286 0
0.0002815 0.749166 0 1.83225 0.00183042 -0.749166 -0.000748417 0 0 2 0.00149758 0.00108126 -0.00257884 0
0.000282 0.65786 0 1.8667 0.00186483 -0.65786 -0.000657203 0 0 2 0.00131506 0.00120697 -0.00252204 0
0.0002825 0.564256 0 1.89697 0.00189508 -0.564256 -0.000563692 0 0 2 0.00112795 0.00133082 -0.00245877 0
0.000283 0.469029 0 1.92268 0.00192076 -0.469029 -0.00046856 0 0 2 0.000937589 0.00145173 -0.00238932 0
0.0002835 0.372563 0 1.94366 0.00194172 -0.372563 -0.00037219 0 0 2 0.000744753 0.00156915 -0.00231391 0
0.000284 0.275145 0 1.95981 0.00195785 -0.275145 -0.000274871 0 0 2 0.000550016 0.00168271 -0.00223272 0
0.0002845 0.177036 0 1.97109 0.00196912 -0.177036 -0.000176859 0 0 2 0.000353894 0.00179209 -0.00214598 0
0.000285 0.0784828 0 1.97746 0.00197549 -0.0784828 -7.84044e-05 0 0 2 0.000156887 0.00189701 -0.00205389 0
0.0002855 -0.0202661 0 1.97891 0.00197694 0.0202661 2.02459e-05 0 0 2 -4.0512e-05 0.0019972 -0.00195669 0
0.000286 -0.118965 0 1.97544 0.00197346 0.118965 0.000118846 0 0 2 -0.00023781 0.00209243 -0.00185462 0
0.0002865 -0.217366 0 1.96704 0.00196507 0.217366 0.000217149 0 0 2 -0.000434516 0.00218244 -0.00174792 0
0.000287 -0.315227 0 1.95374 0.00195179 0.315227 0.000314912 0 0 2 -0.000630139 0.00226702 -0.00163688 0
0.0002875 -0.412302 0 1.93558 0.00193365 0.412302 0.00041189 0 0 2 -0.000824192 0.00234595 -0.00152176 0
0.000288 -0.44466 0 1.92953 1.92953 0.44466 0.44466 0 0 0 -0.00044466 0.00044466 -3.27463e-18 0
0.0002885 -0.455446 0 1.92751 1.92751 0.455446 0.455446 0 0 0 -0.000455446 0.000455446 8.41104e-19 0
0.000289 -0.459042 0 1.92684 1.92684 0.459042 0.459042 0 0 0 -0.000459042 0.000459042 -4.61315e-19 0
0.0002895 -0.46024 0 1.92661 1.92661 0.46024 0.46024 0 0 0 -0.00046024 0.00046024 1.56076e-18 0
0.00029 -0.460639 0 1.92654 1.92654 0.460639 0.460639 0 0 0 -0.000460639 0.000460639 -4.70612e-18 0
0.0002905 -0.460773 0 1.92651 1.92651 0.460773 0.460773 0 0 0 -0.000460773 0.000460773 -4.6266e-18 0
0.000291 -0.460817 0 1.9265 1.9265 0.460817 0.460817 0 0 0 -0.000460817 0.000460817 9.15854e-20 0
0.0002915 -0.460832 0 1.9265 1.9265 0.460832 0.460832 0 0 0 -0.000460832 0.000460832 1.45139e-18 0
0.000292 -0.460837 0 1.9265 1.9265 0.460837 0.460837 0 0 0 -0.000460837 0.000460837 -4.74381e-18 0
0.0002925 -0.460838 0 1.9265 1.9265 0.460838 0.460838 0 0 0 -0.000460838 0.000460838 -2.3664e-19 0
0.000293 -0.460839 0 1.9265 1.9265 0.460839 0.460839 0 0 0 -0.000460839 0.000460839 1.33799e-18 0
0.0002935 -0.460839 0 1.9265 1.9265 0.460839 0.460839 0 0 0 -0.000460839 0.000460839 -5.00046e-18 0
0.000294 -0.460839 0 1.9265 1.9265 0.460839 0.460839 0 0 0 -0.000460839 0.000460839 -2.48922e-18 0
0.0002945 -0.460839 0 1.9265 1.9265 0.460839 0.460839 0 0 0 -0.000460839 0.000460839 8.07222e-19 0
0.000295 -0.460839 0 1.9265 1.9265 0.460839 0.460839 0 0 0 -0.000460839 0.000460839 -2.71982e-18 0
0.0002955 -0.460839 0 1.9265 1.9265 0.460839 0.460839 0 0 0 -0.000460839 0.000460839 5.84559e-19 0
0.000296 -0.460839 0 1.9265 1.9265 0.460839 0.460839 0 0 0 -0.000460839 0.000460839 -2.72173e-18 0
0.0002965 -0.460839 0 1.9265 1.9265 0.460839 0.460839 0 0 0 -0.000460839 0.000460839 7.27813e-19 0
0.000297 -0.460839 0 1.9265 1.9265 0.460839 0.460839 0 0 0 -0.000460839 0.000460839 -6.52109e-19 0
0.0002975 -0.460839 0 1.9265 1.9265 0.460839 0.460839 0 0 0 -0.000460839 0.000460839 -3.27855e-18 0
0.000298 -0.460839 0 1.9265 1.9265 0.460839 0.460839 0 0 0 -0.000460839 0.000460839 5.40936e-19 0
0.0002985 -0.460839 0 1.9265 1.9265 0.460839 0.460839 0 0 0 -0.000460839 0.000460839 1.74573e-18 0
0.000299 -0.460839 0 1.9265 1.9265 0.460839 0.460839 0 0 0 -0.000460839 0.000460839 -2.38652e-19 0
0.0002995 -0.460839 0 1.9265 1.9265 0.460839 0.460839 0 0 0 -0.000460839 0.000460839 1.19474e-18 0
0.0003 -0.460839 0 1.9265 1.9265 0.460839 0.460839 0 0 1.60597e-11 -0.000460839 0.000460839 -3.53848e-19 0
0.0003005 -0.52441 0 1.90904 0.00190713 0.52441 0.000523886 0 0 2 -0.0010483 0.00243154 -0.00138324 0
0.000301 -0.608303 0 1.88296 0.00188108 0.608303 0.000607695 0 0 2 -0.001216 0.00248938 -0.00127338 0
0.0003015 -0.697907 0 1.85103 0.00184918 0.697907 0.000697209 0 0 2 -0.00139512 0.00254708 -0.00115197 0
0.000302 -0.788185 0 1.81414 0.00181232 0.788185 0.000787398 0 0 2 -0.00157558 0.00260051 -0.00102493 0
0.0003025 -0.877307 0 1.77262 0.00177085 0.877307 0.00087643 0 0 2 -0.00175374 0.00264816 -0.000894423 0
0.000303 -0.964512 0 1.72667 0.00172494 0.964512 0.000963548 0 0 2 -0.00192806 0.00268946 -0.000761396 0
0.0003035 -1.0494 0 1.67641 0.00167473 1.0494 0.00104836 0 0 2 -0.00209776 0.00272414 -0.000626374 0
0.000304 -1.13171 0 1.62196 0.00162034 1.13171 0.00113058 0 0 2 -0.0022623 0.00275206 -0.000489761 0
0.0003045 -1.21121 0 1.56348 0.00156192 1.21121 0.00121 0 0 2 -0.00242122 0.00277314 -0.000351918 0
0.000305 -1.2877 0 1.50111 0.00149961 1.2877 0.00128641 0 0 2 -0.00257412 0.00278731 -0.000213196 0
0.0003055 -1.36098 0 1.435 0.00143356 1.36098 0.00135962 0 0 2 -0.00272061 0.00279455 -7.39417e-05 0
0.000306 -1.43087 0 1.36531 0.00136395 1.43087 0.00142945 0 0 2 -0.00286032 0.00279482 6.54964e-05 0
0.0003065 -1.4972 0 1.29223 0.00129094 1.4972 0.00149571 0 0 2 -0.00299291 0.00278814 0.000204771 0
0.000307 -1.5598 0 1.21592 0.00121471 1.5598 0.00155824 0 0 2 -0.00311805 0.00277451 0.000343535 0
0.0003075 -1.61852 0 1.13659 0.00113546 1.61852 0.0016169 0 0 2 -0.00323542 0.00275398 0.000481444 0
0.000308 -1.63809 0 1.11015 1.11015 1.63809 1.63809 0 0 0 -0.00163809 0.00163809 -2.1917e-20 0
0.0003085 -1.64461 0 1.10133 1.10133 1.64461 1.64461 0 0 0 -0.00164461 0.00164461 -2.87303e-18 0
0.000309 -1.64679 0 1.0984 1.0984 1.64679 1.64679 0 0 0 -0.00164679 0.00164679 8.03199e-19 0
0.0003095 -1.64751 0 1.09742 1.09742 1.64751 1.64751 0 0 0 -0.00164751 0.00164751 -2.14723e-19 0
0.00031 -1.64775 0 1.09709 1.09709 1.64775 1.64775 0 0 0 -0.00164775 0.00164775 -6.97849e-19 0
0.0003105 -1.64784 0 1.09698 1.09698 1.64784 1.64784 0 0 0 -0.00164784 0.00164784 -3.02603e-18 0
0.000311 -1.64786 0 1.09695 1.09695 1.64786 1.64786 0 0 0 -0.00164786 0.00164786 -1.56076e-18 0
0.0003115 -1.64787 0 1.09693 1.09693 1.64787 1.64787 0 0 0 -0.00164787 0.00164787 -1.14529e-18 0
0.000312 -1.64787 0 1.09693 1.09693 1.64787 1.64787 0 0 0 -0.00164787 0.00164787 -3.02804e-18 0
0.0003125 -1.64788 0 1.09693 1.09693 1.64788 1.64788 0 0 0 -0.00164788 0.00164788 -1.4156e-18 0
0.000313 -1.64788 0 1.09693 1.09693 1.64788 1.64788 0 0 0 -0.00164788 0.00164788 1.36192e-18 0
0.0003135 -1.64788 0 1.09693 1.09693 1.64788 1.64788 0 0 0 -0.00164788 0.00164788 -9.74088e-20 0
0.000314 -1.64788 0 1.09693 1.09693 1.64788 1.64788 0 0 0 -0.00164788 0.00164788 -4.39398e-19 0
0.0003145 -1.64788 0 1.09693 1.09693 1.64788 1.64788 0 0 0 -0.00164788 0.00164788 -6.97849e-19 0
0.000315 -1.64788 0 1.09693 1.09693 1.64788 1.64788 0 0 0 -0.00164788 0.00164788 -2.95244e-18 0
0.0003155 -1.64788 0 1.09693 1.09693 1.64788 1.64788 0 0 0 -0.00164788 0.00164788 -3.99249e-18 0
0.000316 -1.64788 0 1.09693 1.09693 1.64788 1.64788 0 0 0 -0.00164788 0.00164788 6.42369e-19 0
0.0003165 -1.64788 0 1.09693 1.09693 1.64788 1.64788 0 0 0 -0.00164788 0.00164788 -2.72776e-18 0
0.000317 -1.64788 0 1.09693 1.09693 1.64788 1.64788 0 0 0 -0.00164788 0.00164788 -3.92282e-18 0
0.0003175 -1.64788 0 1.09693 1.09693 1.64788 1.64788 0 0 0 -0.00164788 0.00164788 -1.86887e-18 0
0.000318 -1.64788 0 1.09693 1.09693 1.64788 1.64788 0 0 0 -0.00164788 0.00164788 8.42904e-19 0
0.0003185 -1.64788 0 1.09693 1.09693 1.64788 1.64788 0 0 0 -0.00164788 0.00164788 1.88878e-18 0
