t 1 2 3 4 5 6 7 8 9 jE0007 jF0201 jF0003 jF0003 jF0501 jF0703 jV0008 
1.922 0.303 0 0.470588 0 0.468 0.468 0.468 0.468 0.303 0.000772157 -0.00099 4.31373e-06 1e-05 0.001 0.000784314 0.00099
1.924 0.303 0 0.458824 0 0.456 0.456 0.456 0.456 0.303 0.000752353 -0.00099 4.70588e-06 1e-05 0.001 0.000764706 0.00099
1.926 0.303 0 0.447059 0 0.444 0.444 0.444 0.444 0.303 0.000732549 -0.00099 5.09804e-06 1e-05 0.001 0.000745098 0.00099
1.928 0.303 0 0.435294 0 0.432 0.432 0.432 0.432 0.303 0.000712745 -0.00099 5.4902e-06 1e-05 0.001 0.00072549 0.00099
1.93 0.303 0 0.423529 0 0.42 0.42 0.42 0.42 0.303 0.000692941 -0.00099 5.88235e-06 1e-05 0.001 0.000705882 0.00099
1.932 0.303 0 0.411765 0 0.408 0.408 0.408 0.408 0.303 0.000673137 -0.00099 6.27451e-06 1e-05 0.001 0.000686275 0.00099
1.934 0.303 0 0.4 0 0.396 0.396 0.396 0.396 0.303 0.000653333 -0.00099 6.66667e-06 1e-05 0.001 0.000666667 0.00099
1.936 0.303 0 0.388235 0 0.384 0.384 0.384 0.384 0.303 0.000633529 -0.00099 7.05882e-06 1e-05 0.001 0.000647059 0.00099
1.938 0.303 0 0.376471 0 0.372 0.372 0.372 0.372 0.303 0.000613725 -0.00099 7.45098e-06 1e-05 0.001 0.000627451 0.00099
1.94 0.303 0 0.364706 0 0.36 0.36 0.36 0.36 0.303 0.000593922 -0.00099 7.84314e-06 1e-05 0.001 0.000607843 0.00099
1.942 0.303 0 0.352941 0 0.348 0.348 0.348 0.348 0.303 0.000574118 -0.00099 8.23529e-06 1e-05 0.001 0.000588235 0.00099
1.944 0.303 0 0.341176 0 0.336 0.336 0.336 0.336 0.303 0.000554314 -0.00099 8.62745e-06 1e-05 0.001 0.000568627 0.00099
1.946 0.303 0 0.329412 0 0.324 0.324 0.324 0.324 0.303 0.00053451 -0.00099 9.01961e-06 1e-05 0.001 0.00054902 0.00099
1.948 0.303 0 0.317647 0 0.312 0.312 0.312 0.312 0.303 0.000514706 -0.00099 9.41176e-06 1e-05 0.001 0.000529412 0.00099
1.95 0.300059 0 0.305882 0 0.3 0.3 0.3 0.3 0.300059 0.000494902 -0.000980196 9.80392e-06 1e-05 0.000990196 0.000509804 0.000980196
1.952 0.288294 0 0.294118 0 0.288 0.288 0.288 0.288 0.288294 0.000475098 -0.00094098 1.01961e-05 1e-05 0.00095098 0.000490196 0.00094098
1.954 0.276529 0 0.282353 0 0.276 0.276 0.276 0.276 0.276529 0.000455294 -0.000901765 1.05882e-05 1e-05 0.000911765 0.000470588 0.000901765
1.956 0.264765 0 0.270588 0 0.264 0.264 0.264 0.264 0.264765 0.00043549 -0.000862549 1.09804e-05 1e-05 0.000872549 0.00045098 0.000862549
1.958 0.253 0 0.258824 0 0.252 0.252 0.252 0.252 0.253 0.000415686 -0.000823333 1.13725e-05 1e-05 0.000833333 0.000431373 0.000823333
1.96 0.241235 0 0.247059 0 0.24 0.24 0.24 0.24 0.241235 0.000395882 -0.000784118 1.17647e-05 1e-05 0.000794118 0.000411765 0.000784118
1.962 0.229471 0 0.235294 0 0.228 0.228 0.228 0.228 0.229471 0.000376078 -0.000744902 1.21569e-05 1e-05 0.000754902 0.000392157 0.000744902
1.964 0.217706 0 0.223529 0 0.216 0.216 0.216 0.216 0.217706 0.000356275 -0.000705686 1.2549e-05 1e-05 0.000715686 0.000372549 0.000705686
1.966 0.205941 0 0.211765 0 0.204 0.204 0.204 0.204 0.205941 0.000336471 -0.000666471 1.29412e-05 1e-05 0.000676471 0.000352941 0.000666471
1.968 0.194176 0 0.2 0 0.192 0.192 0.192 0.192 0.194176 0.000316667 -0.000627255 1.33333e-05 1e-05 0.000637255 0.000333333 0.000627255
1.97 0.182412 0 0.188235 0 0.18 0.18 0.18 0.18 0.182412 0.000296863 -0.000588039 1.37255e-05 1e-05 0.000598039 0.000313725 0.000588039
1.972 0.170647 0 0.176471 0 0.168 0.168 0.168 0.168 0.170647 0.000277059 -0.000548824 1.41176e-05 1e-05 0.000558824 0.000294118 0.000548824
1.974 0.158882 0 0.164706 0 0.156 0.156 0.156 0.156 0.158882 0.000257255 -0.000509608 1.45098e-05 1e-05 0.000519608 0.00027451 0.000509608
1.976 0.147118 0 0.152941 0 0.144 0.144 0.144 0.144 0.147118 0.000237451 -0.000470392 1.4902e-05 1e-05 0.000480392 0.000254902 0.000470392
1.978 0.135353 0 0.141176 0 0.132 0.132 0.132 0.132 0.135353 0.000217647 -0.000431176 1.52941e-05 1e-05 0.000441176 0.000235294 0.000431176
1.98 0.123588 0 0.129412 0 0.12 0.12 0.12 0.12 0.123588 0.000197843 -0.000391961 1.56863e-05 1e-05 0.000401961 0.000215686 0.000391961
1.982 0.111824 0 0.117647 0 0.108 0.108 0.108 0.108 0.111824 0.000178039 -0.000352745 1.60784e-05 1e-05 0.000362745 0.000196078 0.000352745
1.984 0.100059 0 0.105882 0 0.096 0.096 0.096 0.096 0.100059 0.000158235 -0.000313529 1.64706e-05 1e-05 0.000323529 0.000176471 0.000313529
1.986 0.0882941 0 0.0941176 0 0.084 0.084 0.084 0.084 0.0882941 0.000138431 -0.000274314 1.68627e-05 1e-05 0.000284314 0.000156863 0.000274314
1.988 0.0765294 0 0.0823529 0 0.072 0.072 0.072 0.072 0.0765294 0.000118627 -0.000235098 1.72549e-05 1e-05 0.000245098 0.000137255 0.000235098
1.99 0.0647647 0 0.0705882 0 0.06 0.06 0.06 0.06 0.0647647 9.88235e-05 -0.000195882 1.76471e-05 1e-05 0.000205882 0.000117647 0.000195882
1.992 0.053 0 0.0588235 0 0.048 0.048 0.048 0.048 0.053 7.90196e-05 -0.000156667 1.80392e-05 1e-05 0.000166667 9.80392e-05 0.000156667
1.994 0.0412353 0 0.0470588 0 0.036 0.036 0.036 0.036 0.0412353 5.92157e-05 -0.000117451 1.84314e-05 1e-05 0.000127451 7.84314e-05 0.000117451
1.996 0.0294706 0 0.0352941 0 0.024 0.024 0.024 0.024 0.0294706 3.94118e-05 -7.82353e-05 1.88235e-05 1e-05 8.82353e-05 5.88235e-05 7.82353e-05
1.998 0.0177059 0 0.0235294 0 0.012 0.012 0.012 0.012 0.0177059 1.96078e-05 -3.90196e-05 1.92157e-05 1e-05 4.90196e-05 3.92157e-05 3.90196e-05
2 0.00594118 0 0.0117647 0 7.99361e-15 7.99361e-15 7.99361e-15 7.99361e-15 0.00594118 -1.96078e-07 1.96078e-07 1.96078e-05 1e-05 9.80392e-06 1.96078e-05 -1.96078e-07
2.002 0.0236471 0 0.0352941 0 0.012 0.012 0.012 0.012 0.0236471 1.94118e-05 -3.88235e-05 3.88235e-05 2e-05 5.88235e-05 5.88235e-05 3.88235e-05
2.004 0.0354118 0 0.0470588 0 0.024 0.024 0.024 0.024 0.0354118 3.92157e-05 -7.80392e-05 3.84314e-05 2e-05 9.80392e-05 7.84314e-05 7.80392e-05
2.006 0.0471765 0 0.0588235 0 0.036 0.036 0.036 0.036 0.0471765 5.90196e-05 -0.000117255 3.80392e-05 2e-05 0.000137255 9.80392e-05 0.000117255
2.008 0.0589412 0 0.0705882 0 0.048 0.048 0.048 0.048 0.0589412 7.88235e-05 -0.000156471 3.76471e-05 2e-05 0.000176471 0.000117647 0.000156471
2.01 0.0707059 0 0.0823529 0 0.06 0.06 0.06 0.06 0.0707059 9.86275e-05 -0.000195686 3.72549e-05 2e-05 0.000215686 0.000137255 0.000195686
2.012 0.0824706 0 0.0941176 0 0.072 0.072 0.072 0.072 0.0824706 0.000118431 -0.000234902 3.68627e-05 2e-05 0.000254902 0.000156863 0.000234902
2.014 0.0942353 0 0.105882 0 0.084 0.084 0.084 0.084 0.0942353 0.000138235 -0.000274118 3.64706e-05 2e-05 0.000294118 0.000176471 0.000274118
2.016 0.106 0 0.117647 0 0.096 0.096 0.096 0.096 0.106 0.000158039 -0.000313333 3.60784e-05 2e-05 0.000333333 0.000196078 0.000313333
2.018 0.117765 0 0.129412 0 0.108 0.108 0.108 0.108 0.117765 0.000177843 -0.000352549 3.56863e-05 2e-05 0.000372549 0.000215686 0.000352549
2.02 0.129529 0 0.141176 0 0.12 0.12 0.12 0.12 0.129529 0.000197647 -0.000391765 3.52941e-05 2e-05 0.000411765 0.000235294 0.000391765
2.022 0.141294 0 0.152941 0 0.132 0.132 0.132 0.132 0.141294 0.000217451 -0.00043098 3.4902e-05 2e-05 0.00045098 0.000254902 0.00043098
2.024 0.153059 0 0.164706 0 0.144 0.144 0.144 0.144 0.153059 0.000237255 -0.000470196 3.45098e-05 2e-05 0.000490196 0.00027451 0.000470196
2.026 0.164824 0 0.176471 0 0.156 0.156 0.156 0.156 0.164824 0.000257059 -0.000509412 3.41176e-05 2e-05 0.000529412 0.000294118 0.000509412
2.028 0.176588 0 0.188235 0 0.168 0.168 0.168 0.168 0.176588 0.000276863 -0.000548627 3.37255e-05 2e-05 0.000568627 0.000313725 0.000548627
2.03 0.188353 0 0.2 0 0.18 0.18 0.18 0.18 0.188353 0.000296667 -0.000587843 3.33333e-05 2e-05 0.000607843 0.000333333 0.000587843
2.032 0.200118 0 0.211765 0 0.192 0.192 0.192 0.192 0.200118 0.000316471 -0.000627059 3.29412e-05 2e-05 0.000647059 0.000352941 0.000627059
2.034 0.211882 0 0.223529 0 0.204 0.204 0.204 0.204 0.211882 0.000336275 -0.000666275 3.2549e-05 2e-05 0.000686275 0.000372549 0.000666275
2.036 0.223647 0 0.235294 0 0.216 0.216 0.216 0.216 0.223647 0.000356078 -0.00070549 3.21569e-05 2e-05 0.00072549 0.000392157 0.00070549
2.038 0.235412 0 0.247059 0 0.228 0.228 0.228 0.228 0.235412 0.000375882 -0.000744706 3.17647e-05 2e-05 0.000764706 0.000411765 0.000744706
2.04 0.247176 0 0.258824 0 0.24 0.24 0.24 0.24 0.247176 0.000395686 -0.000783922 3.13725e-05 2e-05 0.000803922 0.000431373 0.000783922
2.042 0.258941 0 0.270588 0 0.252 0.252 0.252 0.252 0.258941 0.00041549 -0.000823137 3.09804e-05 2e-05 0.000843137 0.00045098 0.000823137
2.044 0.270706 0 0.282353 0 0.264 0.264 0.264 0.264 0.270706 0.000435294 -0.000862353 3.05882e-05 2e-05 0.000882353 0.000470588 0.000862353
2.046 0.282471 0 0.294118 0 0.276 0.276 0.276 0.276 0.282471 0.000455098 -0.000901569 3.01961e-05 2e-05 0.000921569 0.000490196 0.000901569
2.048 0.294235 0 0.305882 0 0.288 0.288 0.288 0.288 0.294235 0.000474902 -0.000940784 2.98039e-05 2e-05 0.000960784 0.000509804 0.000940784
2.05 0.306 0 0.317647 0 0.3 0.3 0.3 0.3 0.306 0.000494706 -0.00098 2.94118e-05 2e-05 0.001 0.000529412 0.00098
2.052 0.317765 0 0.329412 0 0.312 0.312 0.312 0.312 0.317765 0.00051451 -0.00101922 2.90196e-05 2e-05 0.00103922 0.00054902 0.00101922
2.054 0.329529 0 0.341176 0 0.324 0.324 0.324 0.324 0.329529 0.000534314 -0.00105843 2.86275e-05 2e-05 0.00107843 0.000568627 0.00105843
2.056 0.341294 0 0.352941 0 0.336 0.336 0.336 0.336 0.341294 0.000554118 -0.00109765 2.82353e-05 2e-05 0.00111765 0.000588235 0.00109765
2.058 0.353059 0 0.364706 0 0.348 0.348 0.348 0.348 0.353059 0.000573922 -0.00113686 2.78431e-05 2e-05 0.00115686 0.000607843 0.00113686
2.06 0.364824 0 0.376471 0 0.36 0.36 0.36 0.36 0.364824 0.000593725 -0.00117608 2.7451e-05 2e-05 0.00119608 0.000627451 0.00117608
2.062 0.376588 0 0.388235 0 0.372 0.372 0.372 0.372 0.376588 0.000613529 -0.00121529 2.70588e-05 2e-05 0.00123529 0.000647059 0.00121529
2.064 0.388353 0 0.4 0 0.384 0.384 0.384 0.384 0.388353 0.000633333 -0.00125451 2.66667e-05 2e-05 0.00127451 0.000666667 0.00125451
2.066 0.400118 0 0.411765 0 0.396 0.396 0.396 0.396 0.400118 0.000653137 -0.00129373 2.62745e-05 2e-05 0.00131373 0.000686275 0.00129373
2.068 0.411882 0 0.423529 0 0.408 0.408 0.408 0.408 0.411882 0.000672941 -0.00133294 2.58824e-05 2e-05 0.00135294 0.000705882 0.00133294
2.07 0.423647 0 0.435294 0 0.42 0.42 0.42 0.42 0.423647 0.000692745 -0.00137216 2.54902e-05 2e-05 0.00139216 0.00072549 0.00137216
2.072 0.435412 0 0.447059 0 0.432 0.432 0.432 0.432 0.435412 0.000712549 -0.00141137 2.5098e-05 2e-05 0.00143137 0.000745098 0.00141137
2.074 0.447176 0 0.458824 0 0.444 0.444 0.444 0.444 0.447176 0.000732353 -0.00145059 2.47059e-05 2e-05 0.00147059 0.000764706 0.00145059
2.076 0.458941 0 0.470588 0 0.456 0.456 0.456 0.456 0.458941 0.000752157 -0.0014898 2.43137e-05 2e-05 0.0015098 0.000784314 0.0014898
2.078 0.470706 0 0.482353 0 0.468 0.468 0.468 0.468 0.470706 0.000771961 -0.00152902 2.39216e-05 2e-05 0.00154902 0.000803922 0.00152902
2.08 0.482471 0 0.494118 0 0.48 0.48 0.48 0.48 0.482471 0.000791765 -0.00156824 2.35294e-05 2e-05 0.00158824 0.000823529 0.00156824
2.082 0.494235 0 0.505882 0 0.492 0.492 0.492 0.492 0.494235 0.000811569 -0.00160745 2.31373e-05 2e-05 0.00162745 0.000843137 0.00160745
2.084 0.506 0 0.517647 0 0.504 0.504 0.504 0.504 0.506 0.000831373 -0.00164667 2.27451e-05 2e-05 0.00166667 0.000862745 0.00164667
2.086 0.517765 0 0.529412 0 0.516 0.516 0.516 0.516 0.517765 0.000851176 -0.00168588 2.23529e-05 2e-05 0.00170588 0.000882353 0.00168588
2.088 0.529529 0 0.541176 0 0.528 0.528 0.528 0.528 0.529529 0.00087098 -0.0017251 2.19608e-05 2e-05 0.0017451 0.000901961 0.0017251
2.09 0.541294 0 0.552941 0 0.54 0.54 0.54 0.54 0.541294 0.000890784 -0.00176431 2.15686e-05 2e-05 0.00178431 0.000921569 0.00176431
2.092 0.553059 0 0.564706 0 0.552 0.552 0.552 0.552 0.553059 0.000910588 -0.00180353 2.11765e-05 2e-05 0.00182353 0.000941176 0.00180353
2.094 0.564824 0 0.576471 0 0.564 0.564 0.564 0.564 0.564824 0.000930392 -0.00184275 2.07843e-05 2e-05 0.00186275 0.000960784 0.00184275
2.096 0.576588 0 0.588235 0 0.576 0.576 0.576 0.576 0.576588 0.000950196 -0.00188196 2.03922e-05 2e-05 0.00190196 0.000980392 0.00188196
2.098 0.588353 0 0.6 0 0.588 0.588 0.588 0.588 0.588353 0.00097 -0.00192118 2e-05 2e-05 0.00194118 0.001 0.00192118
2.1 0.600001 0 0.600138 0 0.6 0.6 0.6 0.6 0.600001 0.00196835 -0.00197977 2.30665e-07 2e-05 0.00199977 0.00198847 0.00197977
2.102 0.600001 0 0.60014 0 0.612 0.612 0.612 0.612 0.600001 0.00198 -0.00198 0 2e-05 0.002 0.002 0.00198
2.104 0.600001 0 0.60014 0 0.624 0.624 0.624 0.624 0.600001 0.00198 -0.00198 0 2e-05 0.002 0.002 0.00198
2.106 0.600001 0 0.60014 0 0.636 0.636 0.636 0.636 0.600001 0.00198 -0.00198 0 2e-05 0.002 0.002 0.00198
2.108 0.600001 0 0.60014 0 0.648 0.648 0.648 0.648 0.600001 0.00198 -0.00198 0 2e-05 0.002 0.002 0.00198
2.11 0.600001 0 0.60014 0 0.66 0.66 0.66 0.66 0.600001 0.00198 -0.00198 0 2e-05 0.002 0.002 0.00198
2.112 0.600001 0 0.60014 0 0.672 0.672 0.672 0.672 0.600001 0.00198 -0.00198 0 2e-05 0.002 0.002 0.00198
2.114 0.600001 0 0.60014 0 0.684 0.684 0.684 0.684 0.600001 0.00198 -0.00198 0 2e-05 0.002 0.002 0.00198
2.116 0.600001 0 0.60014 0 0.696 0.696 0.696 0.696 0.600001 0.00198 -0.00198 0 2e-05 0.002 0.002 0.00198
2.118 0.600001 0 0.60014 0 0.708 0.708 0.708 0.708 0.600001 0.00198 -0.00198 0 2e-05 0.002 0.002 0.00198
2.12 0.600001 0 0.60014 0 0.72 0.72 0.72 0.72 0.600001 0.00198 -0.00198 0 2e-05 0.002 0.002 0.00198
2.122 0.600001 0 0.60014 0 0.732 0.732 0.732 0.732 0.600001 0.00198 -0.00198 0 2e-05 0.002 0.002 0.00198
2.124 0.600001 0 0.60014 0 0.744 0.744 0.744 0.744 0.600001 0.00198 -0.00198 0 2e-05 0.002 0.002 0.00198
2.126 0.600001 0 0.60014 0 0.756 0.756 0.756 0.756 0.600001 0.00198 -0.00198 0 2e-05 0.002 0.002 0.00198
2.128 0.600001 0 0.60014 0 0.768 0.768 0.768 0.768 0.600001 0.00198 -0.00198 0 2e-05 0.002 0.002 0.00198
2.13 0.600001 0 0.60014 0 0.78 0.78 0.78 0.78 0.600001 0.00198 -0.00198 0 2e-05 0.002 0.002 0.00198
2.132 0.600001 0 0.60014 0 0.792 0.792 0.792 0.792 0.600001 0.00198 -0.00198 0 2e-05 0.002 0.002 0.00198
2.134 0.600001 0 0.60014 0 0.804 0.804 0.804 0.804 0.600001 0.00198 -0.00198 0 2e-05 0.002 0.002 0.00198
2.136 0.600001 0 0.60014 0 0.816 0.816 0.816 0.816 0.600001 0.00198 -0.00198 0 2e-05 0.002 0.002 0.00198
2.138 0.600001 0 0.60014 0 0.828 0.828 0.828 0.828 0.600001 0.00198 -0.00198 0 2e-05 0.002 0.002 0.00198
2.14 0.600001 0 0.60014 0 0.84 0.84 0.84 0.84 0.600001 0.00198 -0.00198 0 2e-05 0.002 0.002 0.00198
2.142 0.600001 0 0.60014 0 0.852 0.852 0.852 0.852 0.600001 0.00198 -0.00198 0 2e-05 0.002 0.002 0.00198
2.144 0.600001 0 0.60014 0 0.864 0.864 0.864 0.864 0.600001 0.00198 -0.00198 0 2e-05 0.002 0.002 0.00198
2.146 0.600001 0 0.60014 0 0.876 0.876 0.876 0.876 0.600001 0.00198 -0.00198 0 2e-05 0.002 0.002 0.00198
2.148 0.600001 0 0.60014 0 0.888 0.888 0.888 0.888 0.600001 0.00198 -0.00198 0 2e-05 0.002 0.002 0.00198
2.15 0.600001 0 0.60014 0 0.9 0.9 0.9 0.9 0.600001 0.00198 -0.00198 0 2e-05 0.002 0.002 0.00198
2.152 0.600001 0 0.60014 0 0.912 0.912 0.912 0.912 0.600001 0.00198 -0.00198 0 2e-05 0.002 0.002 0.00198
2.154 0.600001 0 0.60014 0 0.924 0.924 0.924 0.924 0.600001 0.00198 -0.00198 0 2e-05 0.002 0.002 0.00198
2.156 0.600001 0 0.60014 0 0.936 0.936 0.936 0.936 0.600001 0.00198 -0.00198 0 2e-05 0.002 0.002 0.00198
2.158 0.600001 0 0.60014 0 0.948 0.948 0.948 0.948 0.600001 0.00198 -0.00198 0 2e-05 0.002 0.002 0.00198
2.16 0.600001 0 0.60014 0 0.96 0.96 0.96 0.96 0.600001 0.00198 -0.00198 0 2e-05 0.002 0.002 0.00198
2.162 0.600001 0 0.60014 0 0.972 0.972 0.972 0.972 0.600001 0.00198 -0.00198 0 2e-05 0.002 0.002 0.00198
2.164 0.600001 0 0.60014 0 0.984 0.984 0.984 0.984 0.600001 0.00198 -0.00198 0 2e-05 0.002 0.002 0.00198
2.166 0.600001 0 0.60014 0 0.996 0.996 0.996 0.996 0.600001 0.00198 -0.00198 0 2e-05 0.002 0.002 0.00198
2.168 0.600001 0 0.60014 0 1.008 1.008 1.008 1.008 0.600001 0.00198 -0.00198 0 2e-05 0.002 0.002 0.00198
2.17 0.600001 0 0.60014 0 1.02 1.02 1.02 1.02 0.600001 0.00198 -0.00198 0 2e-05 0.002 0.002 0.00198
2.172 0.600001 0 0.60014 0 1.032 1.032 1.032 1.032 0.600001 0.00198 -0.00198 0 2e-05 0.002 0.002 0.00198
2.174 0.600001 0 0.60014 0 1.044 1.044 1.044 1.044 0.600001 0.00198 -0.00198 0 2e-05 0.002 0.002 0.00198
2.176 0.600001 0 0.60014 0 1.056 1.056 1.056 1.056 0.600001 0.00198 -0.00198 0 2e-05 0.002 0.002 0.00198
2.178 0.600001 0 0.60014 0 1.068 1.068 1.068 1.068 0.600001 0.00198 -0.00198 0 2e-05 0.002 0.002 0.00198
2.18 0.600001 0 0.60014 0 1.08 1.08 1.08 1.08 0.600001 0.00198 -0.00198 0 2e-05 0.002 0.002 0.00198
2.182 0.600001 0 0.60014 0 1.092 1.092 1.092 1.092 0.600001 0.00198 -0.00198 0 2e-05 0.002 0.002 0.00198
2.184 0.600001 0 0.60014 0 1.104 1.104 1.104 1.104 0.600001 0.00198 -0.00198 0 2e-05 0.002 0.002 0.00198
2.186 0.600001 0 0.60014 0 1.116 1.116 1.116 1.116 0.600001 0.00198 -0.00198 0 2e-05 0.002 0.002 0.00198
2.188 0.600001 0 0.60014 0 1.128 1.128 1.128 1.128 0.600001 0.00198 -0.00198 0 2e-05 0.002 0.002 0.00198
2.19 0.600001 0 0.60014 0 1.14 1.14 1.14 1.14 0.600001 0.00198 -0.00198 0 2e-05 0.002 0.002 0.00198
2.192 0.600001 0 0.60014 0 1.152 1.152 1.152 1.152 0.600001 0.00198 -0.00198 0 2e-05 0.002 0.002 0.00198
2.194 0.600001 0 0.60014 0 1.164 1.164 1.164 1.164 0.600001 0.00198 -0.00198 0 2e-05 0.002 0.002 0.00198
2.196 0.600001 0 0.60014 0 1.176 1.176 1.176 1.176 0.600001 0.00198 -0.00198 0 2e-05 0.002 0.002 0.00198
2.198 0.600001 0 0.60014 0 1.188 1.188 1.188 1.188 0.600001 0.00198 -0.00198 0 2e-05 0.002 0.002 0.00198
2.2 0.600001 0 0.60014 0 1.2 1.2 1.2 1.2 0.600001 0.00198 -0.00198 0 2e-05 0.002 0.002 0.00198
2.202 0.600001 0 0.60014 0 1.212 1.212 1.212 1.212 0.600001 0.00198 -0.00198 0 2e-05 0.002 0.002 0.00198
2.204 0.600001 0 0.60014 0 1.224 1.224 1.224 1.224 0.600001 0.00198 -0.00198 0 2e-05 0.002 0.002 0.00198
2.206 0.600001 0 0.60014 0 1.236 1.236 1.236 1.236 0.600001 0.00198 -0.00198 0 2e-05 0.002 0.002 0.00198
2.208 0.600001 0 0.60014 0 1.248 1.248 1.248 1.248 0.600001 0.00198 -0.00198 0 2e-05 0.002 0.002 0.00198
2.21 0.600001 0 0.60014 0 1.26 1.26 1.26 1.26 0.600001 0.00198 -0.00198 0 2e-05 0.002 0.002 0.00198
2.212 0.600001 0 0.60014 0 1.272 1.272 1.272 1.272 0.600001 0.00198 -0.00198 0 2e-05 0.002 0.002 0.00198
2.214 0.600001 0 0.60014 0 1.284 1.284 1.284 1.284 0.600001 0.00198 -0.00198 0 2e-05 0.002 0.002 0.00198
2.216 0.600001 0 0.60014 0 1.296 1.296 1.296 1.296 0.600001 0.00198 -0.00198 0 2e-05 0.002 0.002 0.00198
2.218 0.600001 0 0.60014 0 1.308 1.308 1.308 1.308 0.600001 0.00198 -0.00198 0 2e-05 0.002 0.002 0.00198
2.22 0.600001 0 0.60014 0 1.32 1.32 1.32 1.32 0.600001 0.00198 -0.00198 0 2e-05 0.002 0.002 0.00198
2.222 0.600001 0 0.60014 0 1.332 1.332 1.332 1.332 0.600001 0.00198 -0.00198 0 2e-05 0.002 0.002 0.00198
2.224 0.600001 0 0.60014 0 1.344 1.344 1.344 1.344 0.600001 0.00198 -0.00198 0 2e-05 0.002 0.002 0.00198
2.226 0.600001 0 0.60014 0 1.356 1.356 1.356 1.356 0.600001 0.00198 -0.00198 0 2e-05 0.002 0.002 0.00198
2.228 0.600001 0 0.60014 0 1.368 1.368 1.368 1.368 0.600001 0.00198 -0.00198 0 2e-05 0.002 0.002 0.00198
2.23 0.600001 0 0.60014 0 1.38 1.38 1.38 1.38 0.600001 0.00198 -0.00198 0 2e-05 0.002 0.002 0.00198
2.232 0.600001 0 0.60014 0 1.392 1.392 1.392 1.392 0.600001 0.00198 -0.00198 0 2e-05 0.002 0.002 0.00198
2.234 0.600001 0 0.60014 0 1.404 1.404 1.404 1.404 0.600001 0.00198 -0.00198 0 2e-05 0.002 0.002 0.00198
2.236 0.600001 0 0.60014 0 1.416 1.416 1.416 1.416 0.600001 0.00198 -0.00198 0 2e-05 0.002 0.002 0.00198
2.238 0.600001 0 0.60014 0 1.428 1.428 1.428 1.428 0.600001 0.00198 -0.00198 0 2e-05 0.002 0.002 0.00198
2.24 0.600001 0 0.60014 0 1.44 1.44 1.44 1.44 0.600001 0.00198 -0.00198 0 2e-05 0.002 0.002 0.00198
2.242 0.600001 0 0.60014 0 1.452 1.452 1.452 1.452 0.600001 0.00198 -0.00198 0 2e-05 0.002 0.002 0.00198
2.244 0.600001 0 0.60014 0 1.464 1.464 1.464 1.464 0.600001 0.00198 -0.00198 0 2e-05 0.002 0.002 0.00198
2.246 0.600001 0 0.60014 0 1.476 1.476 1.476 1.476 0.600001 0.00198 -0.00198 0 2e-05 0.002 0.002 0.00198
2.248 0.600001 0 0.60014 0 1.488 1.488 1.488 1.488 0.600001 0.00198 -0.00198 0 2e-05 0.002 0.002 0.00198
2.25 0.600001 0 0.60014 0 1.5 1.5 1.5 1.5 0.600001 0.00198 -0.00198 0 2e-05 0.002 0.002 0.00198
2.252 0.600001 0 0.60014 0 1.512 1.512 1.512 1.512 0.600001 0.00198 -0.00198 0 2e-05 0.002 0.002 0.00198
2.254 0.600001 0 0.60014 0 1.524 1.524 1.524 1.524 0.600001 0.00198 -0.00198 0 2e-05 0.002 0.002 0.00198
2.256 0.600001 0 0.60014 0 1.536 1.536 1.536 1.536 0.600001 0.00198 -0.00198 0 2e-05 0.002 0.002 0.00198
2.258 0.600001 0 0.60014 0 1.548 1.548 1.548 1.548 0.600001 0.00198 -0.00198 0 2e-05 0.002 0.002 0.00198
2.26 0.600001 0 0.60014 0 1.56 1.56 1.56 1.56 0.600001 0.00198 -0.00198 0 2e-05 0.002 0.002 0.00198
2.262 0.600001 0 0.60014 0 1.572 1.572 1.572 1.572 0.600001 0.00198 -0.00198 0 2e-05 0.002 0.002 0.00198
2.264 0.600001 0 0.60014 0 1.584 1.584 1.584 1.584 0.600001 0.00198 -0.00198 0 2e-05 0.002 0.002 0.00198
2.266 0.600001 0 0.60014 0 1.596 1.596 1.596 1.596 0.600001 0.00198 -0.00198 0 2e-05 0.002 0.002 0.00198
2.268 0.600001 0 0.60014 0 1.608 1.608 1.608 1.608 0.600001 0.00198 -0.00198 0 2e-05 0.002 0.002 0.00198
2.27 0.600001 0 0.60014 0 1.62 1.62 1.62 1.62 0.600001 0.00198 -0.00198 0 2e-05 0.002 0.002 0.00198
2.272 0.600001 0 0.60014 0 1.632 1.632 1.632 1.632 0.600001 0.00198 -0.00198 0 2e-05 0.002 0.002 0.00198
2.274 0.600001 0 0.60014 0 1.644 1.644 1.644 1.644 0.600001 0.00198 -0.00198 0 2e-05 0.002 0.002 0.00198
2.276 0.600001 0 0.60014 0 1.656 1.656 1.656 1.656 0.600001 0.00198 -0.00198 0 2e-05 0.002 0.002 0.00198
2.278 0.600001 0 0.60014 0 1.668 1.668 1.668 1.668 0.600001 0.00198 -0.00198 0 2e-05 0.002 0.002 0.00198
2.28 0.600001 0 0.60014 0 1.68 1.68 1.68 1.68 0.600001 0.00198 -0.00198 0 2e-05 0.002 0.002 0.00198
2.282 0.600001 0 0.60014 0 1.692 1.692 1.692 1.692 0.600001 0.00198 -0.00198 0 2e-05 0.002 0.002 0.00198
2.284 0.600001 0 0.60014 0 1.704 1.704 1.704 1.704 0.600001 0.00198 -0.00198 0 2e-05 0.002 0.002 0.00198
