t 1 2 3 4 5 6 7 8 9 jE0007 jF0201 jF0003 jF0003 jF0501 jF0703 jV0008 
0 -0 0 0 0 0 0 -0 -0 0 -0 -0 0 0 0 0 -0
0.002 0 0 0 0 0.012 0.012 0.012 0.012 0 -0 0 0 0 0 0 0
0.004 0 0 0 0 0.024 0.024 0.024 0.024 0 -0 0 0 0 0 0 0
0.006 0 0 0 0 0.036 0.036 0.036 0.036 0 -0 0 0 0 0 0 0
0.008 0 0 0 0 0.048 0.048 0.048 0.048 0 -0 0 0 0 0 0 0
0.01 0 0 0 0 0.06 0.06 0.06 0.06 0 -0 0 0 0 0 0 0
0.012 0 0 0 0 0.072 0.072 0.072 0.072 0 -0 0 0 0 0 0 0
0.014 0 0 0 0 0.084 0.084 0.084 0.084 0 -0 0 0 0 0 0 0
0.016 0 0 0 0 0.096 0.096 0.096 0.096 0 -0 0 0 0 0 0 0
0.018 0 0 0 0 0.108 0.108 0.108 0.108 0 -0 0 0 0 0 0 0
0.02 0 0 0 0 0.12 0.12 0.12 0.12 0 -0 0 0 0 0 0 0
0.022 0 0 0 0 0.132 0.132 0.132 0.132 0 -0 0 0 0 0 0 0
0.024 0 0 0 0 0.144 0.144 0.144 0.144 0 -0 0 0 0 0 0 0
0.026 0 0 0 0 0.156 0.156 0.156 0.156 0 -0 0 0 0 0 0 0
0.028 0 0 0 0 0.168 0.168 0.168 0.168 0 -0 0 0 0 0 0 0
0.03 0 0 0 0 0.18 0.18 0.18 0.18 0 -0 0 0 0 0 0 0
0.032 0 0 0 0 0.192 0.192 0.192 0.192 0 -0 0 0 0 0 0 0
0.034 0 0 0 0 0.204 0.204 0.204 0.204 0 -0 0 0 0 0 0 0
0.036 0 0 0 0 0.216 0.216 0.216 0.216 0 -0 0 0 0 0 0 0
0.038 0 0 0 0 0.228 0.228 0.228 0.228 0 -0 0 0 0 0 0 0
0.04 0 0 0 0 0.24 0.24 0.24 0.24 0 -0 0 0 0 0 0 0
0.042 0 0 0 0 0.252 0.252 0.252 0.252 0 -0 0 0 0 0 0 0
0.044 0 0 0 0 0.264 0.264 0.264 0.264 0 -0 0 0 0 0 0 0
0.046 0 0 0 0 0.276 0.276 0.276 0.276 0 -0 0 0 0 0 0 0
0.048 0 0 0 0 0.288 0.288 0.288 0.288 0 -0 0 0 0 0 0 0
0.05 0 0 0 0 0.3 0.3 0.3 0.3 0 -0 0 0 0 0 0 0
0.052 0 0 0 0 0.312 0.312 0.312 0.312 0 -0 0 0 0 0 0 0
0.054 0 0 0 0 0.324 0.324 0.324 0.324 0 -0 0 0 0 0 0 0
0.056 0 0 0 0 0.336 0.336 0.336 0.336 0 -0 0 0 0 0 0 0
0.058 0 0 0 0 0.348 0.348 0.348 0.348 0 -0 0 0 0 0 0 0
0.06 0 0 0 0 0.36 0.36 0.36 0.36 0 -0 0 0 0 0 0 0
0.062 0 0 0 0 0.372 0.372 0.372 0.372 0 -0 0 0 0 0 0 0
0.064 0 0 0 0 0.384 0.384 0.384 0.384 0 -0 0 0 0 0 0 0
0.066 0 0 0 0 0.396 0.396 0.396 0.396 0 -0 0 0 0 0 0 0
0.068 0 0 0 0 0.408 0.408 0.408 0.408 0 -0 0 0 0 0 0 0
0.07 0 0 0 0 0.42 0.42 0.42 0.42 0 -0 0 0 0 0 0 0
0.072 0 0 0 0 0.432 0.432 0.432 0.432 0 -0 0 0 0 0 0 0
0.074 0 0 0 0 0.444 0.444 0.444 0.444 0 -0 0 0 0 0 0 0
0.076 0 0 0 0 0.456 0.456 0.456 0.456 0 -0 0 0 0 0 0 0
0.078 0 0 0 0 0.468 0.468 0.468 0.468 0 -0 0 0 0 0 0 0
0.08 0 0 0 0 0.48 0.48 0.48 0.48 0 -0 0 0 0 0 0 0
0.082 0 0 0 0 0.492 0.492 0.492 0.492 0 -0 0 0 0 0 0 0
0.084 0 0 0 0 0.504 0.504 0.504 0.504 0 -0 0 0 0 0 0 0
0.086 0 0 0 0 0.516 0.516 0.516 0.516 0 -0 0 0 0 0 0 0
0.088 0 0 0 0 0.528 0.528 0.528 0.528 0 -0 0 0 0 0 0 0
0.09 0 0 0 0 0.54 0.54 0.54 0.54 0 -0 0 0 0 0 0 0
0.092 0 0 0 0 0.552 0.552 0.552 0.552 0 -0 0 0 0 0 0 0
0.094 0 0 0 0 0.564 0.564 0.564 0.564 0 -0 0 0 0 0 0 0
0.096 0 0 0 0 0.576 0.576 0.576 0.576 0 -0 0 0 0 0 0 0
0.098 0 0 0 0 0.588 0.588 0.588 0.588 0 -0 0 0 0 0 0 0
0.1 0 0 0 0 0.6 0.6 0.6 0.6 0 -0 0 0 0 0 0 0
0.102 0 0 0 0 0.612 0.612 0.612 0.612 0 -0 0 0 0 0 0 0
0.104 0 0 0 0 0.624 0.624 0.624 0.624 0 -0 0 0 0 0 0 0
0.106 0 0 0 0 0.636 0.636 0.636 0.636 0 -0 0 0 0 0 0 0
0.108 0 0 0 0 0.648 0.648 0.648 0.648 0 -0 0 0 0 0 0 0
0.11 0 0 0 0 0.66 0.66 0.66 0.66 0 -0 0 0 0 0 0 0
0.112 0 0 0 0 0.672 0.672 0.672 0.672 0 -0 0 0 0 0 0 0
0.114 0 0 0 0 0.684 0.684 0.684 0.684 0 -0 0 0 0 0 0 0
0.116 0 0 0 0 0.696 0.696 0.696 0.696 0 -0 0 0 0 0 0 0
0.118 0 0 0 0 0.708 0.708 0.708 0.708 0 -0 0 0 0 0 0 0
0.12 0 0 0 0 0.72 0.72 0.72 0.72 0 -0 0 0 0 0 0 0
0.122 0 0 0 0 0.732 0.732 0.732 0.732 0 -0 0 0 0 0 0 0
0.124 0 0 0 0 0.744 0.744 0.744 0.744 0 -0 0 0 0 0 0 0
0.126 0 0 0 0 0.756 0.756 0.756 0.756 0 -0 0 0 0 0 0 0
0.128 0 0 0 0 0.768 0.768 0.768 0.768 0 -0 0 0 0 0 0 0
0.13 0 0 0 0 0.78 0.78 0.78 0.78 0 -0 0 0 0 0 0 0
0.132 0 0 0 0 0.792 0.792 0.792 0.792 0 -0 0 0 0 0 0 0
0.134 0 0 0 0 0.804 0.804 0.804 0.804 0 -0 0 0 0 0 0 0
0.136 0 0 0 0 0.816 0.816 0.816 0.816 0 -0 0 0 0 0 0 0
0.138 0 0 0 0 0.828 0.828 0.828 0.828 0 -0 0 0 0 0 0 0
0.14 0 0 0 0 0.84 0.84 0.84 0.84 0 -0 0 0 0 0 0 0
0.142 0 0 0 0 0.852 0.852 0.852 0.852 0 -0 0 0 0 0 0 0
0.144 0 0 0 0 0.864 0.864 0.864 0.864 0 -0 0 0 0 0 0 0
0.146 0 0 0 0 0.876 0.876 0.876 0.876 0 -0 0 0 0 0 0 0
0.148 0 0 0 0 0.888 0.888 0.888 0.888 0 -0 0 0 0 0 0 0
0.15 0 0 0 0 0.9 0.9 0.9 0.9 0 -0 0 0 0 0 0 0
0.152 0 0 0 0 0.912 0.912 0.912 0.912 0 -0 0 0 0 0 0 0
0.154 0 0 0 0 0.924 0.924 0.924 0.924 0 -0 0 0 0 0 0 0
0.156 0 0 0 0 0.936 0.936 0.936 0.936 0 -0 0 0 0 0 0 0
0.158 0 0 0 0 0.948 0.948 0.948 0.948 0 -0 0 0 0 0 0 0
0.16 0 0 0 0 0.96 0.96 0.96 0.96 0 -0 0 0 0 0 0 0
0.162 0 0 0 0 0.972 0.972 0.972 0.972 0 -0 0 0 0 0 0 0
0.164 0 0 0 0 0.984 0.984 0.984 0.984 0 -0 0 0 0 0 0 0
0.166 0 0 0 0 0.996 0.996 0.996 0.996 0 -0 0 0 0 0 0 0
0.168 0 0 0 0 1.008 1.008 1.008 1.008 0 -0 0 0 0 0 0 0
0.17 0 0 0 0 1.02 1.02 1.02 1.02 0 -0 0 0 0 0 0 0
0.172 0 0 0 0 1.032 1.032 1.032 1.032 0 -0 0 0 0 0 0 0
0.174 0 0 0 0 1.044 1.044 1.044 1.044 0 -0 0 0 0 0 0 0
0.176 0 0 0 0 1.056 1.056 1.056 1.056 0 -0 0 0 0 0 0 0
0.178 0 0 0 0 1.068 1.068 1.068 1.068 0 -0 0 0 0 0 0 0
0.18 0 0 0 0 1.08 1.08 1.08 1.08 0 -0 0 0 0 0 0 0
0.182 0 0 0 0 1.092 1.092 1.092 1.092 0 -0 0 0 0 0 0 0
0.184 0 0 0 0 1.104 1.104 1.104 1.104 0 -0 0 0 0 0 0 0
0.186 0 0 0 0 1.116 1.116 1.116 1.116 0 -0 0 0 0 0 0 0
0.188 0 0 0 0 1.128 1.128 1.128 1.128 0 -0 0 0 0 0 0 0
0.19 0 0 0 0 1.14 1.14 1.14 1.14 0 -0 0 0 0 0 0 0
0.192 0 0 0 0 1.152 1.152 1.152 1.152 0 -0 0 0 0 0 0 0
0.194 0 0 0 0 1.164 1.164 1.164 1.164 0 -0 0 0 0 0 0 0
0.196 0 0 0 0 1.176 1.176 1.176 1.176 0 -0 0 0 0 0 0 0
0.198 0 0 0 0 1.188 1.188 1.188 1.188 0 -0 0 0 0 0 0 0
0.2 0 0 0 0 1.2 1.2 1.2 1.2 0 -0 0 0 0 0 0 0
0.202 0 0 0 0 1.212 1.212 1.212 1.212 0 -0 0 0 0 0 0 0
0.204 0 0 0 0 1.224 1.224 1.224 1.224 0 -0 0 0 0 0 0 0
0.206 0 0 0 0 1.236 1.236 1.236 1.236 0 -0 0 0 0 0 0 0
0.208 0 0 0 0 1.248 1.248 1.248 1.248 0 -0 0 0 0 0 0 0
0.21 0 0 0 0 1.26 1.26 1.26 1.26 0 -0 0 0 0 0 0 0
0.212 0 0 0 0 1.272 1.272 1.272 1.272 0 -0 0 0 0 0 0 0
0.214 0 0 0 0 1.284 1.284 1.284 1.284 0 -0 0 0 0 0 0 0
0.216 0 0 0 0 1.296 1.296 1.296 1.296 0 -0 0 0 0 0 0 0
0.218 0 0 0 0 1.308 1.308 1.308 1.308 0 -0 0 0 0 0 0 0
0.22 0 0 0 0 1.32 1.32 1.32 1.32 0 -0 0 0 0 0 0 0
0.222 0 0 0 0 1.332 1.332 1.332 1.332 0 -0 0 0 0 0 0 0
0.224 0 0 0 0 1.344 1.344 1.344 1.344 0 -0 0 0 0 0 0 0
0.226 0 0 0 0 1.356 1.356 1.356 1.356 0 -0 0 0 0 0 0 0
0.228 0 0 0 0 1.368 1.368 1.368 1.368 0 -0 0 0 0 0 0 0
0.23 0 0 0 0 1.38 1.38 1.38 1.38 0 -0 0 0 0 0 0 0
0.232 0 0 0 0 1.392 1.392 1.392 1.392 0 -0 0 0 0 0 0 0
0.234 0 0 0 0 1.404 1.404 1.404 1.404 0 -0 0 0 0 0 0 0
0.236 0 0 0 0 1.416 1.416 1.416 1.416 0 -0 0 0 0 0 0 0
0.238 0 0 0 0 1.428 1.428 1.428 1.428 0 -0 0 0 0 0 0 0
0.24 0 0 0 0 1.44 1.44 1.44 1.44 0 -0 0 0 0 0 0 0
0.242 0 0 0 0 1.452 1.452 1.452 1.452 0 -0 0 0 0 0 0 0
0.244 0 0 0 0 1.464 1.464 1.464 1.464 0 -0 0 0 0 0 0 0
0.246 0 0 0 0 1.476 1.476 1.476 1.476 0 -0 0 0 0 0 0 0
0.248 0 0 0 0 1.488 1.488 1.488 1.488 0 -0 0 0 0 0 0 0
0.25 0 0 0 0 1.5 1.5 1.5 1.5 0 -0 0 0 0 0 0 0
0.252 0 0 0 0 1.512 1.512 1.512 1.512 0 -0 0 0 0 0 0 0
0.254 0 0 0 0 1.524 1.524 1.524 1.524 0 -0 0 0 0 0 0 0
0.256 0 0 0 0 1.536 1.536 1.536 1.536 0 -0 0 0 0 0 0 0
0.258 0 0 0 0 1.548 1.548 1.548 1.548 0 -0 0 0 0 0 0 0
0.26 0 0 0 0 1.56 1.56 1.56 1.56 0 -0 0 0 0 0 0 0
0.262 0 0 0 0 1.572 1.572 1.572 1.572 0 -0 0 0 0 0 0 0
0.264 0 0 0 0 1.584 1.584 1.584 1.584 0 -0 0 0 0 0 0 0
0.266 0 0 0 0 1.596 1.596 1.596 1.596 0 -0 0 0 0 0 0 0
0.268 0 0 0 0 1.608 1.608 1.608 1.608 0 -0 0 0 0 0 0 0
0.27 0 0 0 0 1.62 1.62 1.62 1.62 0 -0 0 0 0 0 0 0
0.272 0 0 0 0 1.632 1.632 1.632 1.632 0 -0 0 0 0 0 0 0
0.274 0 0 0 0 1.644 1.644 1.644 1.644 0 -0 0 0 0 0 0 0
0.276 0 0 0 0 1.656 1.656 1.656 1.656 0 -0 0 0 0 0 0 0
0.278 0 0 0 0 1.668 1.668 1.668 1.668 0 -0 0 0 0 0 0 0
0.28 0 0 0 0 1.68 1.68 1.68 1.68 0 -0 0 0 0 0 0 0
0.282 0 0 0 0 1.692 1.692 1.692 1.692 0 -0 0 0 0 0 0 0
0.284 0 0 0 0 1.704 1.704 1.704 1.704 0 -0 0 0 0 0 0 0
0.286 0 0 0 0 1.716 1.716 1.716 1.716 0 -0 0 0 0 0 0 0
0.288 0 0 0 0 1.728 1.728 1.728 1.728 0 -0 0 0 0 0 0 0
0.29 0 0 0 0 1.74 1.74 1.74 1.74 0 -0 0 0 0 0 0 0
0.292 0 0 0 0 1.752 1.752 1.752 1.752 0 -0 0 0 0 0 0 0
0.294 0 0 0 0 1.764 1.764 1.764 1.764 0 -0 0 0 0 0 0 0
0.296 0 0 0 0 1.776 1.776 1.776 1.776 0 -0 0 0 0 0 0 0
0.298 0 0 0 0 1.788 1.788 1.788 1.788 0 -0 0 0 0 0 0 0
0.3 0 0 0 0 1.8 1.8 1.8 1.8 0 -0 0 0 0 0 0 0
0.302 0 0 0 0 1.812 1.812 1.812 1.812 0 -0 0 0 0 0 0 0
0.304 0 0 0 0 1.824 1.824 1.824 1.824 0 -0 0 0 0 0 0 0
0.306 0 0 0 0 1.836 1.836 1.836 1.836 0 -0 0 0 0 0 0 0
0.308 0 0 0 0 1.848 1.848 1.848 1.848 0 -0 0 0 0 0 0 0
0.31 0 0 0 0 1.86 1.86 1.86 1.86 0 -0 0 0 0 0 0 0
0.312 0 0 0 0 1.872 1.872 1.872 1.872 0 -0 0 0 0 0 0 0
0.314 0 0 0 0 1.884 1.884 1.884 1.884 0 -0 0 0 0 0 0 0
0.316 0 0 0 0 1.896 1.896 1.896 1.896 0 -0 0 0 0 0 0 0
0.318 0 0 0 0 1.908 1.908 1.908 1.908 0 -0 0 0 0 0 0 0
0.32 0 0 0 0 1.92 1.92 1.92 1.92 0 -0 0 0 0 0 0 0
0.322 0 0 0 0 1.932 1.932 1.932 1.932 0 -0 0 0 0 0 0 0
0.324 0 0 0 0 1.944 1.944 1.944 1.944 0 -0 0 0 0 0 0 0
0.326 0 0 0 0 1.956 1.956 1.956 1.956 0 -0 0 0 0 0 0 0
0.328 0 0 0 0 1.968 1.968 1.968 1.968 0 -0 0 0 0 0 0 0
0.33 0 0 0 0 1.98 1.98 1.98 1.98 0 -0 0 0 0 0 0 0
0.332 0 0 0 0 1.992 1.992 1.992 1.992 0 -0 0 0 0 0 0 0
0.334 0 0 0 0 2.004 2.004 2.004 2.004 0 -0 0 0 0 0 0 0
0.336 0 0 0 0 2.016 2.016 2.016 2.016 0 -0 0 0 0 0 0 0
0.338 0 0 0 0 2.028 2.028 2.028 2.028 0 -0 0 0 0 0 0 0
0.34 0 0 0 0 2.04 2.04 2.04 2.04 0 -0 0 0 0 0 0 0
0.342 0 0 0 0 2.052 2.052 2.052 2.052 0 -0 0 0 0 0 0 0
0.344 0 0 0 0 2.064 2.064 2.064 2.064 0 -0 0 0 0 0 0 0
0.346 0 0 0 0 2.076 2.076 2.076 2.076 0 -0 0 0 0 0 0 0
0.348 0 0 0 0 2.088 2.088 2.088 2.088 0 -0 0 0 0 0 0 0
0.35 0 0 0 0 2.1 2.1 2.1 2.1 0 -0 0 0 0 0 0 0
0.352 0 0 0 0 2.112 2.112 2.112 2.112 0 -0 0 0 0 0 0 0
0.354 0 0 0 0 2.124 2.124 2.124 2.124 0 -0 0 0 0 0 0 0
0.356 0 0 0 0 2.136 2.136 2.136 2.136 0 -0 0 0 0 0 0 0
0.358 0 0 0 0 2.148 2.148 2.148 2.148 0 -0 0 0 0 0 0 0
0.36 0 0 0 0 2.16 2.16 2.16 2.16 0 -0 0 0 0 0 0 0
0.362 0 0 0 0 2.172 2.172 2.172 2.172 0 -0 0 0 0 0 0 0
0.364 0 0 0 0 2.184 2.184 2.184 2.184 0 -0 0 0 0 0 0 0
0.366 0 0 0 0 2.196 2.196 2.196 2.196 0 -0 0 0 0 0 0 0
0.368 0 0 0 0 2.208 2.208 2.208 2.208 0 -0 0 0 0 0 0 0
0.37 0 0 0 0 2.22 2.22 2.22 2.22 0 -0 0 0 0 0 0 0
0.372 0 0 0 0 2.232 2.232 2.232 2.232 0 -0 0 0 0 0 0 0
0.374 0 0 0 0 2.244 2.244 2.244 2.244 0 -0 0 0 0 0 0 0
0.376 0 0 0 0 2.256 2.256 2.256 2.256 0 -0 0 0 0 0 0 0
0.378 0 0 0 0 2.268 2.268 2.268 2.268 0 -0 0 0 0 0 0 0
0.38 0 0 0 0 2.28 2.28 2.28 2.28 0 -0 0 0 0 0 0 0
0.382 0 0 0 0 2.292 2.292 2.292 2.292 0 -0 0 0 0 0 0 0
0.384 0 0 0 0 2.304 2.304 2.304 2.304 0 -0 0 0 0 0 0 0
0.386 0 0 0 0 2.316 2.316 2.316 2.316 0 -0 0 0 0 0 0 0
0.388 0 0 0 0 2.328 2.328 2.328 2.328 0 -0 0 0 0 0 0 0
0.39 0 0 0 0 2.34 2.34 2.34 2.34 0 -0 0 0 0 0 0 0
0.392 0 0 0 0 2.352 2.352 2.352 2.352 0 -0 0 0 0 0 0 0
0.394 0 0 0 0 2.364 2.364 2.364 2.364 0 -0 0 0 0 0 0 0
0.396 0 0 0 0 2.376 2.376 2.376 2.376 0 -0 0 0 0 0 0 0
0.398 0 0 0 0 2.388 2.388 2.388 2.388 0 -0 0 0 0 0 0 0
0.4 0 0 0 0 2.4 2.4 2.4 2.4 0 -0 0 0 0 0 0 0
0.402 0 0 0 0 2.412 2.412 2.412 2.412 0 -0 0 0 0 0 0 0
0.404 0 0 0 0 2.424 2.424 2.424 2.424 0 -0 0 0 0 0 0 0
0.406 0 0 0 0 2.436 2.436 2.436 2.436 0 -0 0 0 0 0 0 0
0.408 0 0 0 0 2.448 2.448 2.448 2.448 0 -0 0 0 0 0 0 0
0.41 0 0 0 0 2.46 2.46 2.46 2.46 0 -0 0 0 0 0 0 0
0.412 0 0 0 0 2.472 2.472 2.472 2.472 0 -0 0 0 0 0 0 0
0.414 0 0 0 0 2.484 2.484 2.484 2.484 0 -0 0 0 0 0 0 0
0.416 0 0 0 0 2.496 2.496 2.496 2.496 0 -0 0 0 0 0 0 0
0.418 0 0 0 0 2.508 2.508 2.508 2.508 0 -0 0 0 0 0 0 0
0.42 0 0 0 0 2.52 2.52 2.52 2.52 0 -0 0 0 0 0 0 0
0.422 0 0 0 0 2.532 2.532 2.532 2.532 0 -0 0 0 0 0 0 0
0.424 0 0 0 0 2.544 2.544 2.544 2.544 0 -0 0 0 0 0 0 0
0.426 0 0 0 0 2.556 2.556 2.556 2.556 0 -0 0 0 0 0 0 0
0.428 0 0 0 0 2.568 2.568 2.568 2.568 0 -0 0 0 0 0 0 0
0.43 0 0 0 0 2.58 2.58 2.58 2.58 0 -0 0 0 0 0 0 0
0.432 0 0 0 0 2.592 2.592 2.592 2.592 0 -0 0 0 0 0 0 0
0.434 0 0 0 0 2.604 2.604 2.604 2.604 0 -0 0 0 0 0 0 0
0.436 0 0 0 0 2.616 2.616 2.616 2.616 0 -0 0 0 0 0 0 0
0.438 0 0 0 0 2.628 2.628 2.628 2.628 0 -0 0 0 0 0 0 0
0.44 0 0 0 0 2.64 2.64 2.64 2.64 0 -0 0 0 0 0 0 0
0.442 0 0 0 0 2.652 2.652 2.652 2.652 0 -0 0 0 0 0 0 0
0.444 0 0 0 0 2.664 2.664 2.664 2.664 0 -0 0 0 0 0 0 0
0.446 0 0 0 0 2.676 2.676 2.676 2.676 0 -0 0 0 0 0 0 0
0.448 0 0 0 0 2.688 2.688 2.688 2.688 0 -0 0 0 0 0 0 0
0.45 0 0 0 0 2.7 2.7 2.7 2.7 0 -0 0 0 0 0 0 0
0.452 0 0 0 0 2.712 2.712 2.712 2.712 0 -0 0 0 0 0 0 0
0.454 0 0 0 0 2.724 2.724 2.724 2.724 0 -0 0 0 0 0 0 0
0.456 0 0 0 0 2.736 2.736 2.736 2.736 0 -0 0 0 0 0 0 0
0.458 0 0 0 0 2.748 2.748 2.748 2.748 0 -0 0 0 0 0 0 0
0.46 0 0 0 0 2.76 2.76 2.76 2.76 0 -0 0 0 0 0 0 0
0.462 0 0 0 0 2.772 2.772 2.772 2.772 0 -0 0 0 0 0 0 0
0.464 0 0 0 0 2.784 2.784 2.784 2.784 0 -0 0 0 0 0 0 0
0.466 0 0 0 0 2.796 2.796 2.796 2.796 0 -0 0 0 0 0 0 0
0.468 0 0 0 0 2.808 2.808 2.808 2.808 0 -0 0 0 0 0 0 0
0.47 0 0 0 0 2.82 2.82 2.82 2.82 0 -0 0 0 0 0 0 0
0.472 0 0 0 0 2.832 2.832 2.832 2.832 0 -0 0 0 0 0 0 0
0.474 0 0 0 0 2.844 2.844 2.844 2.844 0 -0 0 0 0 0 0 0
0.476 0 0 0 0 2.856 2.856 2.856 2.856 0 -0 0 0 0 0 0 0
0.478 0 0 0 0 2.868 2.868 2.868 2.868 0 -0 0 0 0 0 0 0
0.48 0 0 0 0 2.88 2.88 2.88 2.88 0 -0 0 0 0 0 0 0
0.482 0 0 0 0 2.892 2.892 2.892 2.892 0 -0 0 0 0 0 0 0
0.484 0 0 0 0 2.904 2.904 2.904 2.904 0 -0 0 0 0 0 0 0
0.486 0 0 0 0 2.916 2.916 2.916 2.916 0 -0 0 0 0 0 0 0
0.488 0 0 0 0 2.928 2.928 2.928 2.928 0 -0 0 0 0 0 0 0
0.49 0 0 0 0 2.94 2.94 2.94 2.94 0 -0 0 0 0 0 0 0
0.492 0 0 0 0 2.952 2.952 2.952 2.952 0 -0 0 0 0 0 0 0
0.494 0 0 0 0 2.964 2.964 2.964 2.964 0 -0 0 0 0 0 0 0
0.496 0 0 0 0 2.976 2.976 2.976 2.976 0 -0 0 0 0 0 0 0
0.498 0 0 0 0 2.988 2.988 2.988 2.988 0 -0 0 0 0 0 0 0
0.5 0 0 0 0 3 3 3 3 0 -0 0 0 0 0 0 0
0.502 0 0 0 0 2.988 2.988 2.988 2.988 0 -0 0 0 0 0 0 0
0.504 0 0 0 0 2.976 2.976 2.976 2.976 0 -0 0 0 0 0 0 0
0.506 0 0 0 0 2.964 2.964 2.964 2.964 0 -0 0 0 0 0 0 0
0.508 0 0 0 0 2.952 2.952 2.952 2.952 0 -0 0 0 0 0 0 0
0.51 0 0 0 0 2.94 2.94 2.94 2.94 0 -0 0 0 0 0 0 0
0.512 0 0 0 0 2.928 2.928 2.928 2.928 0 -0 0 0 0 0 0 0
0.514 0 0 0 0 2.916 2.916 2.916 2.916 0 -0 0 0 0 0 0 0
0.516 0 0 0 0 2.904 2.904 2.904 2.904 0 -0 0 0 0 0 0 0
0.518 0 0 0 0 2.892 2.892 2.892 2.892 0 -0 0 0 0 0 0 0
0.52 0 0 0 0 2.88 2.88 2.88 2.88 0 -0 0 0 0 0 0 0
0.522 0 0 0 0 2.868 2.868 2.868 2.868 0 -0 0 0 0 0 0 0
0.524 0 0 0 0 2.856 2.856 2.856 2.856 0 -0 0 0 0 0 0 0
0.526 0 0 0 0 2.844 2.844 2.844 2.844 0 -0 0 0 0 0 0 0
0.528 0 0 0 0 2.832 2.832 2.832 2.832 0 -0 0 0 0 0 0 0
0.53 0 0 0 0 2.82 2.82 2.82 2.82 0 -0 0 0 0 0 0 0
0.532 0 0 0 0 2.808 2.808 2.808 2.808 0 -0 0 0 0 0 0 0
0.534 0 0 0 0 2.796 2.796 2.796 2.796 0 -0 0 0 0 0 0 0
0.536 0 0 0 0 2.784 2.784 2.784 2.784 0 -0 0 0 0 0 0 0
0.538 0 0 0 0 2.772 2.772 2.772 2.772 0 -0 0 0 0 0 0 0
0.54 0 0 0 0 2.76 2.76 2.76 2.76 0 -0 0 0 0 0 0 0
0.542 0 0 0 0 2.748 2.748 2.748 2.748 0 -0 0 0 0 0 0 0
0.544 0 0 0 0 2.736 2.736 2.736 2.736 0 -0 0 0 0 0 0 0
0.546 0 0 0 0 2.724 2.724 2.724 2.724 0 -0 0 0 0 0 0 0
0.548 0 0 0 0 2.712 2.712 2.712 2.712 0 -0 0 0 0 0 0 0
0.55 0 0 0 0 2.7 2.7 2.7 2.7 0 -0 0 0 0 0 0 0
0.552 0 0 0 0 2.688 2.688 2.688 2.688 0 -0 0 0 0 0 0 0
0.554 0 0 0 0 2.676 2.676 2.676 2.676 0 -0 0 0 0 0 0 0
0.556 0 0 0 0 2.664 2.664 2.664 2.664 0 -0 0 0 0 0 0 0
0.558 0 0 0 0 2.652 2.652 2.652 2.652 0 -0 0 0 0 0 0 0
0.56 0 0 0 0 2.64 2.64 2.64 2.64 0 -0 0 0 0 0 0 0
0.562 0 0 0 0 2.628 2.628 2.628 2.628 0 -0 0 0 0 0 0 0
0.564 0 0 0 0 2.616 2.616 2.616 2.616 0 -0 0 0 0 0 0 0
0.566 0 0 0 0 2.604 2.604 2.604 2.604 0 -0 0 0 0 0 0 0
0.568 0 0 0 0 2.592 2.592 2.592 2.592 0 -0 0 0 0 0 0 0
0.57 0 0 0 0 2.58 2.58 2.58 2.58 0 -0 0 0 0 0 0 0
0.572 0 0 0 0 2.568 2.568 2.568 2.568 0 -0 0 0 0 0 0 0
0.574 0 0 0 0 2.556 2.556 2.556 2.556 0 -0 0 0 0 0 0 0
0.576 0 0 0 0 2.544 2.544 2.544 2.544 0 -0 0 0 0 0 0 0
0.578 0 0 0 0 2.532 2.532 2.532 2.532 0 -0 0 0 0 0 0 0
0.58 0 0 0 0 2.52 2.52 2.52 2.52 0 -0 0 0 0 0 0 0
0.582 0 0 0 0 2.508 2.508 2.508 2.508 0 -0 0 0 0 0 0 0
0.584 0 0 0 0 2.496 2.496 2.496 2.496 0 -0 0 0 0 0 0 0
0.586 0 0 0 0 2.484 2.484 2.484 2.484 0 -0 0 0 0 0 0 0
0.588 0 0 0 0 2.472 2.472 2.472 2.472 0 -0 0 0 0 0 0 0
0.59 0 0 0 0 2.46 2.46 2.46 2.46 0 -0 0 0 0 0 0 0
0.592 0 0 0 0 2.448 2.448 2.448 2.448 0 -0 0 0 0 0 0 0
0.594 0 0 0 0 2.436 2.436 2.436 2.436 0 -0 0 0 0 0 0 0
0.596 0 0 0 0 2.424 2.424 2.424 2.424 0 -0 0 0 0 0 0 0
0.598 0 0 0 0 2.412 2.412 2.412 2.412 0 -0 0 0 0 0 0 0
0.6 0 0 0 0 2.4 2.4 2.4 2.4 0 -0 0 0 0 0 0 0
0.602 0 0 0 0 2.388 2.388 2.388 2.388 0 -0 0 0 0 0 0 0
0.604 0 0 0 0 2.376 2.376 2.376 2.376 0 -0 0 0 0 0 0 0
0.606 0 0 0 0 2.364 2.364 2.364 2.364 0 -0 0 0 0 0 0 0
0.608 0 0 0 0 2.352 2.352 2.352 2.352 0 -0 0 0 0 0 0 0
0.61 0 0 0 0 2.34 2.34 2.34 2.34 0 -0 0 0 0 0 0 0
0.612 0 0 0 0 2.328 2.328 2.328 2.328 0 -0 0 0 0 0 0 0
0.614 0 0 0 0 2.316 2.316 2.316 2.316 0 -0 0 0 0 0 0 0
0.616 0 0 0 0 2.304 2.304 2.304 2.304 0 -0 0 0 0 0 0 0
0.618 0 0 0 0 2.292 2.292 2.292 2.292 0 -0 0 0 0 0 0 0
