t 1 2 jL0100 
68.3 0.136443 -3.00994 -1.94927
68.4 0.165548 -2.95951 -1.93418
68.5 0.194207 -2.90628 -1.9162
68.6 0.222302 -2.85046 -1.89538
68.7 0.249718 -2.79226 -1.8718
68.8 0.27634 -2.73188 -1.84551
68.9 0.302054 -2.66957 -1.81662
69 0.326751 -2.60555 -1.7852
69.1 0.350324 -2.54007 -1.75137
69.2 0.37267 -2.47339 -1.71525
69.3 0.39369 -2.40577 -1.67697
69.4 0.413289 -2.33747 -1.63665
69.5 0.431377 -2.26876 -1.59446
69.6 0.44787 -2.19993 -1.55053
69.7 0.462689 -2.13123 -1.50504
69.8 0.475762 -2.06296 -1.45816
69.9 0.487022 -1.99539 -1.41007
70 0.49641 -1.9288 -1.36094
70.1 0.503873 -1.86347 -1.31098
70.2 0.509366 -1.79967 -1.26036
70.3 0.512852 -1.73767 -1.2093
70.4 0.514301 -1.67773 -1.158
70.5 0.51369 -1.62011 -1.10665
70.6 0.511006 -1.56507 -1.05546
70.7 0.506243 -1.51284 -1.00465
70.8 0.499404 -1.46366 -0.954424
70.9 0.4905 -1.41776 -0.90498
71 0.47955 -1.37533 -0.856529
71.1 0.466583 -1.33659 -0.809273
71.2 0.451634 -1.30171 -0.763412
71.3 0.434747 -1.27087 -0.719142
71.4 0.415976 -1.24422 -0.676654
71.5 0.395381 -1.22191 -0.636132
71.6 0.373029 -1.20406 -0.597756
71.7 0.348998 -1.19078 -0.561698
71.8 0.32337 -1.18215 -0.52812
71.9 0.296236 -1.17826 -0.497179
72 0.267693 -1.17915 -0.469019
72.1 0.237845 -1.18485 -0.443776
72.2 0.206801 -1.19539 -0.421575
72.3 0.174676 -1.21076 -0.402529
72.4 0.141592 -1.23093 -0.386741
72.5 0.107674 -1.25587 -0.3743
72.6 0.0730509 -1.28551 -0.365283
72.7 0.0378575 -1.31977 -0.359754
72.8 0.00223045 -1.35855 -0.357762
72.9 -0.0336903 -1.40173 -0.359344
73 -0.0697625 -1.44917 -0.364522
73.1 -0.105842 -1.50071 -0.373304
73.2 -0.141785 -1.55618 -0.385684
73.3 -0.177444 -1.61539 -0.40164
73.4 -0.212674 -1.67813 -0.421137
73.5 -0.24733 -1.74417 -0.444125
73.6 -0.281267 -1.81328 -0.470539
73.7 -0.314344 -1.8852 -0.500299
73.8 -0.346421 -1.95967 -0.533314
73.9 -0.37736 -2.0364 -0.569477
74 -0.407028 -2.11511 -0.608666
74.1 -0.435295 -2.19549 -0.650749
74.2 -0.462037 -2.27723 -0.695579
74.3 -0.487133 -2.36003 -0.742998
74.4 -0.51047 -2.44354 -0.792835
74.5 -0.531939 -2.52745 -0.844911
74.6 -0.55144 -2.61141 -0.899032
74.7 -0.568877 -2.69509 -0.954997
74.8 -0.584165 -2.77815 -1.0126
74.9 -0.597225 -2.86025 -1.07161
75 -0.607986 -2.94106 -1.13182
75.1 -0.616387 -3.02023 -1.19298
75.2 -0.622375 -3.09744 -1.25485
75.3 -0.625906 -3.17237 -1.31721
75.4 -0.626948 -3.24468 -1.37979
75.5 -0.625475 -3.31407 -1.44235
75.6 -0.621474 -3.38023 -1.50463
75.7 -0.61494 -3.44288 -1.56639
75.8 -0.60588 -3.50173 -1.62737
75.9 -0.59431 -3.55652 -1.68731
76 -0.580256 -3.607 -1.74598
76.1 -0.563755 -3.65292 -1.80312
76.2 -0.544854 -3.69406 -1.85849
76.3 -0.523609 -3.73023 -1.91185
76.4 -0.500089 -3.76123 -1.96298
76.5 -0.474368 -3.7869 -2.01165
76.6 -0.446533 -3.8071 -2.05764
76.7 -0.416679 -3.82169 -2.10075
76.8 -0.38491 -3.83058 -2.14078
76.9 -0.351338 -3.83369 -2.17754
77 -0.316085 -3.83095 -2.21087
77.1 -0.279278 -3.82233 -2.2406
77.2 -0.241054 -3.80782 -2.26658
77.3 -0.201554 -3.78743 -2.28867
77.4 -0.160928 -3.76119 -2.30677
77.5 -0.11933 -3.72917 -2.32076
77.6 -0.0769194 -3.69144 -2.33055
77.7 -0.0338605 -3.64811 -2.33607
77.8 0.00967865 -3.59931 -2.33726
77.9 0.0535267 -3.5452 -2.33409
78 0.0975096 -3.48595 -2.32653
78.1 0.141452 -3.42175 -2.31458
78.2 0.185175 -3.35283 -2.29826
78.3 0.228503 -3.27943 -2.27758
78.4 0.271258 -3.2018 -2.2526
78.5 0.313263 -3.12022 -2.22339
78.6 0.354343 -3.03499 -2.19004
78.7 0.394326 -2.94643 -2.15263
78.8 0.433041 -2.85486 -2.11129
78.9 0.470323 -2.76062 -2.06615
79 0.506011 -2.66408 -2.01738
79.1 0.539948 -2.56561 -1.96512
79.2 0.571983 -2.46559 -1.90957
79.3 0.601973 -2.3644 -1.85092
79.4 0.62978 -2.26244 -1.78938
79.5 0.655276 -2.16013 -1.72519
79.6 0.678338 -2.05786 -1.65857
79.7 0.698856 -1.95605 -1.58977
79.8 0.716726 -1.85511 -1.51905
79.9 0.731854 -1.75546 -1.44669
80 0.744159 -1.65751 -1.37296
80.1 0.753568 -1.56165 -1.29815
80.2 0.76002 -1.46831 -1.22254
80.3 0.763465 -1.37787 -1.14644
80.4 0.763867 -1.29072 -1.07015
80.5 0.761198 -1.20723 -0.993973
80.6 0.755445 -1.12778 -0.918218
80.7 0.746606 -1.05271 -0.843193
80.8 0.734733 -0.981169 -0.769202
80.9 0.720024 -0.909809 -0.696537
81 0.702764 -0.837771 -0.625464
81.1 0.683276 -0.764995 -0.556221
81.2 0.661888 -0.691654 -0.489015
81.3 0.638925 -0.617971 -0.424017
81.4 0.614701 -0.54416 -0.361372
81.5 0.589515 -0.470402 -0.301189
81.6 0.563655 -0.39684 -0.243551
81.7 0.537393 -0.32358 -0.188512
81.8 0.510986 -0.250687 -0.1361
81.9 0.48468 -0.178186 -0.0863171
82 0.458705 -0.106061 -0.0391425
82.1 0.433277 -0.0342585 0.0054675
82.2 0.408602 0.0373178 0.0475776
82.3 0.384872 0.108803 0.0872725
82.4 0.362269 0.180372 0.124655
82.5 0.340965 0.252243 0.159847
82.6 0.321123 0.324673 0.192986
82.7 0.302896 0.397965 0.224226
82.8 0.286432 0.472463 0.253734
82.9 0.271873 0.548557 0.281695
83 0.259355 0.626685 0.308306
83.1 0.249012 0.707332 0.333777
83.2 0.240976 0.791036 0.358332
83.3 0.235378 0.878388 0.382209
83.4 0.232352 0.970036 0.405658
83.5 0.231891 1.06249 0.428934
83.6 0.233836 1.15297 0.452282
83.7 0.237946 1.24087 0.475928
83.8 0.243954 1.32627 0.500073
83.9 0.25159 1.40944 0.524894
84 0.260593 1.49068 0.550541
84.1 0.270717 1.57027 0.577137
84.2 0.281726 1.64842 0.604785
84.3 0.293402 1.72533 0.633561
84.4 0.305536 1.80113 0.663522
84.5 0.317934 1.87594 0.694704
84.6 0.330413 1.94983 0.727126
84.7 0.342802 2.02283 0.760787
84.8 0.35494 2.09494 0.79567
84.9 0.366676 2.16615 0.831742
85 0.37787 2.23642 0.868958
85.1 0.388391 2.30569 0.907256
85.2 0.398119 2.37387 0.946563
85.3 0.406941 2.44087 0.986795
85.4 0.414755 2.50657 1.02786
85.5 0.421467 2.57086 1.06964
85.6 0.426994 2.63359 1.11203
85.7 0.431258 2.69463 1.15492
85.8 0.434193 2.75383 1.19816
85.9 0.435741 2.81104 1.24162
86 0.435851 2.8661 1.28516
86.1 0.434483 2.91886 1.32864
86.2 0.431603 2.96916 1.37191
86.3 0.427187 3.01684 1.41481
86.4 0.421219 3.06175 1.45719
86.5 0.413691 3.10375 1.4989
86.6 0.404604 3.1427 1.53978
86.7 0.393964 3.17844 1.57967
86.8 0.381789 3.21086 1.61842
86.9 0.368102 3.23984 1.65587
87 0.352934 3.26527 1.69189
87.1 0.336325 3.28703 1.72631
87.2 0.318318 3.30505 1.75901
87.3 0.298968 3.31925 1.78984
87.4 0.278334 3.32955 1.81867
87.5 0.25648 3.33592 1.84538
87.6 0.23348 3.3383 1.86985
87.7 0.209411 3.33667 1.89197
87.8 0.184355 3.33102 1.91163
87.9 0.158401 3.32136 1.92874
88 0.131642 3.3077 1.94323
88.1 0.104176 3.29008 1.955
88.2 0.0761029 3.26855 1.96399
88.3 0.0475289 3.24317 1.97016
88.4 0.0185619 3.21402 1.97346
88.5 -0.0106874 3.18119 1.97384
88.6 -0.0401058 3.1448 1.9713
88.7 -0.0695784 3.10496 1.96581
88.8 -0.0989889 3.06182 1.95738
88.9 -0.12822 3.01553 1.94602
89 -0.157155 2.96625 1.93176
89.1 -0.185675 2.91416 1.91463
89.2 -0.213665 2.85946 1.89467
89.3 -0.241008 2.80233 1.87195
89.4 -0.26759 2.74301 1.84654
89.5 -0.293299 2.6817 1.81852
89.6 -0.318025 2.61866 1.78797
89.7 -0.341663 2.5541 1.75502
89.8 -0.364108 2.48829 1.71976
89.9 -0.385262 2.42149 1.68232
90 -0.405029 2.35395 1.64284
90.1 -0.42332 2.28594 1.60146
90.2 -0.44005 2.21774 1.55832
90.3 -0.455139 2.14961 1.51361
90.4 -0.468514 2.08183 1.46746
90.5 -0.480107 2.01469 1.42008
90.6 -0.489859 1.94845 1.37162
90.7 -0.497714 1.88339 1.32229
90.8 -0.503628 1.81978 1.27227
90.9 -0.507561 1.75789 1.22176
91 -0.509481 1.69799 1.17096
91.1 -0.509364 1.64032 1.12007
91.2 -0.507196 1.58515 1.06929
91.3 -0.502968 1.53271 1.01884
91.4 -0.496681 1.48324 0.968904
91.5 -0.488345 1.43696 0.919704
91.6 -0.477976 1.39407 0.871439
91.7 -0.465601 1.35479 0.824311
91.8 -0.451252 1.3193 0.778518
91.9 -0.434972 1.28777 0.734255
92 -0.416811 1.26037 0.691714
92.1 -0.396828 1.23722 0.651078
92.2 -0.375088 1.21847 0.612527
92.3 -0.351664 1.20422 0.576232
92.4 -0.326638 1.19456 0.542358
92.5 -0.300097 1.18958 0.51106
92.6 -0.272136 1.18933 0.482485
92.7 -0.242857 1.19384 0.45677
92.8 -0.212367 1.20314 0.43404
92.9 -0.180778 1.21723 0.414412
93 -0.148209 1.23609 0.397989
93.1 -0.114783 1.25968 0.384862
93.2 -0.0806286 1.28795 0.375111
93.3 -0.0458765 1.32081 0.368802
93.4 -0.0106621 1.35818 0.365989
93.5 0.0248768 1.39994 0.366709
93.6 0.0605995 1.44596 0.370989
93.7 0.0963639 1.49608 0.37884
93.8 0.132026 1.55014 0.390259
93.9 0.167443 1.60795 0.405228
94 0.202468 1.6693 0.423716
94.1 0.236959 1.73399 0.445676
94.2 0.270772 1.80177 0.471047
94.3 0.303766 1.8724 0.499755
94.4 0.335801 1.94561 0.531711
94.5 0.366741 2.02114 0.566813
94.6 0.396452 2.09869 0.604943
94.7 0.424806 2.17798 0.645974
94.8 0.451677 2.25869 0.689763
94.9 0.476946 2.34052 0.736155
95 0.500497 2.42313 0.784986
95.1 0.522223 2.50622 0.836078
95.2 0.542021 2.58943 0.889243
95.3 0.559796 2.67246 0.944285
95.4 0.575462 2.75494 1.001
95.5 0.588936 2.83656 1.05916
95.6 0.600149 2.91697 1.11856
95.7 0.609037 2.99584 1.17896
95.8 0.615545 3.07285 1.24013
95.9 0.619629 3.14766 1.30183
96 0.621252 3.21996 1.36381
96.1 0.620388 3.28944 1.42584
96.2 0.617022 3.3558 1.48764
96.3 0.611145 3.41874 1.54899
96.4 0.602763 3.47798 1.60962
96.5 0.591889 3.53326 1.66929
96.6 0.578546 3.58431 1.72775
96.7 0.562769 3.63092 1.78476
96.8 0.544602 3.67284 1.84006
96.9 0.524098 3.70987 1.89344
97 0.501322 3.74183 1.94465
97.1 0.476346 3.76854 1.99348
97.2 0.449255 3.78986 2.03971
97.3 0.420139 3.80566 2.08313
97.4 0.389101 3.81582 2.12354
97.5 0.356249 3.82027 2.16076
97.6 0.321701 3.81895 2.19461
97.7 0.285583 3.8118 2.22494
97.8 0.248027 3.79881 2.25158
97.9 0.209173 3.77999 2.27441
98 0.169167 3.75537 2.29329
98.1 0.128161 3.72499 2.30813
98.2 0.0863117 3.68894 2.31883
98.3 0.0437808 3.64732 2.32532
98.4 0.000733963 3.60025 2.32753
98.5 -0.0426597 3.54787 2.32542
98.6 -0.0862283 3.49035 2.31897
98.7 -0.129798 3.42788 2.30817
98.8 -0.173194 3.36068 2.29302
98.9 -0.216239 3.28898 2.27355
99 -0.258758 3.21303 2.24982
99.1 -0.300576 3.13309 2.22186
99.2 -0.341518 3.04947 2.18978
99.3 -0.381414 2.96247 2.15366
99.4 -0.420093 2.87241 2.11361
99.5 -0.457391 2.77962 2.06977
99.6 -0.493147 2.68447 2.02228
99.7 -0.527204 2.58732 1.9713
99.8 -0.559412 2.48853 1.91701
99.9 -0.589627 2.3885 1.85961
100 -0.61771 2.28761 1.79929
100.1 -0.643532 2.18627 1.73629
100.2 -0.666972 2.08488 1.67082
100.3 -0.687915 1.98384 1.60314
100.4 -0.706257 1.88358 1.53349
100.5 -0.721905 1.78448 1.46215
100.6 -0.734772 1.68698 1.38938
100.7 -0.744786 1.59146 1.31548
100.8 -0.751884 1.49833 1.24072
100.9 -0.756013 1.40799 1.16539
101 -0.757132 1.32081 1.08981
101.1 -0.755215 1.23718 1.01427
101.2 -0.750244 1.15746 0.939072
101.3 -0.742214 1.08201 0.864526
101.4 -0.731133 1.01115 0.790935
101.5 -0.717147 0.941525 0.718595
101.6 -0.700509 0.871585 0.647781
101.7 -0.681526 0.801052 0.578741
101.8 -0.660519 0.730048 0.511693
101.9 -0.63781 0.658796 0.446823
102 -0.613711 0.587526 0.384286
102.1 -0.588521 0.516447 0.324205
102.2 -0.562525 0.445733 0.266677
102.3 -0.535994 0.375521 0.211768
102.4 -0.509186 0.30591 0.159519
102.5 -0.48234 0.236963 0.109947
102.6 -0.455687 0.168705 0.0630435
102.7 -0.429438 0.101123 0.0187799
102.8 -0.403795 0.0341677 -0.0228943
102.9 -0.378946 -0.0322465 -0.0620487
103 -0.355066 -0.0982427 -0.0987713
103.1 -0.332322 -0.163981 -0.133167
103.2 -0.310868 -0.229657 -0.165357
103.3 -0.290848 -0.295507 -0.195476
103.4 -0.2724 -0.361803 -0.223676
103.5 -0.255653 -0.428856 -0.25012
103.6 -0.240731 -0.497019 -0.274983
103.7 -0.227752 -0.566685 -0.298454
103.8 -0.216832 -0.63829 -0.320733
103.9 -0.208082 -0.712317 -0.342032
104 -0.201614 -0.789294 -0.362573
104.1 -0.197541 -0.8698 -0.382589
104.2 -0.195975 -0.954467 -0.402326
104.3 -0.196941 -1.04121 -0.422034
104.4 -0.200304 -1.12671 -0.441957
104.5 -0.205843 -1.21015 -0.462321
104.6 -0.2133 -1.29154 -0.483329
104.7 -0.222414 -1.37111 -0.505159
104.8 -0.232928 -1.44915 -0.527965
104.9 -0.2446 -1.52591 -0.551873
105 -0.257197 -1.60162 -0.576989
105.1 -0.270502 -1.67645 -0.603395
105.2 -0.284307 -1.75054 -0.63115
105.3 -0.298417 -1.82398 -0.660296
105.4 -0.312649 -1.89683 -0.690855
105.5 -0.326829 -1.96914 -0.72283
105.6 -0.340794 -2.04089 -0.756208
105.7 -0.354391 -2.11206 -0.79096
105.8 -0.367476 -2.1826 -0.827042
105.9 -0.379914 -2.25245 -0.864397
106 -0.39158 -2.3215 -0.902954
106.1 -0.402356 -2.38966 -0.94263
106.2 -0.412136 -2.45681 -0.983331
106.3 -0.42082 -2.52281 -1.02495
106.4 -0.428317 -2.58751 -1.06738
106.5 -0.434545 -2.65078 -1.11049
106.6 -0.439432 -2.71243 -1.15416
106.7 -0.442912 -2.77233 -1.19824
106.8 -0.444929 -2.83028 -1.2426
106.9 -0.445434 -2.88613 -1.28708
107 -0.444389 -2.93971 -1.33153
107.1 -0.441761 -2.99084 -1.3758
107.2 -0.437529 -3.03936 -1.41973
107.3 -0.431678 -3.0851 -1.46315
107.4 -0.424201 -3.12791 -1.5059
107.5 -0.415101 -3.16763 -1.54782
107.6 -0.404386 -3.20412 -1.58876
107.7 -0.392076 -3.23724 -1.62854
107.8 -0.378195 -3.26686 -1.66702
107.9 -0.362776 -3.29286 -1.70403
108 -0.34586 -3.31513 -1.73942
108.1 -0.327495 -3.33359 -1.77305
108.2 -0.307735 -3.34813 -1.80478
108.3 -0.286643 -3.35871 -1.83446
108.4 -0.264286 -3.36524 -1.86197
108.5 -0.240739 -3.3677 -1.8872
108.6 -0.216081 -3.36606 -1.91001
108.7 -0.1904 -3.3603 -1.93031
108.8 -0.163785 -3.35042 -1.94799
108.9 -0.136333 -3.33644 -1.96297
109 -0.108144 -3.31839 -1.97518
109.1 -0.0793225 -3.29633 -1.98453
109.2 -0.0499772 -3.27031 -1.99098
109.3 -0.0202192 -3.24041 -1.99448
109.4 0.00983725 -3.20674 -1.99499
109.5 0.0400755 -3.1694 -1.99249
109.6 0.0703773 -3.12852 -1.98697
109.7 0.100623 -3.08424 -1.97842
109.8 0.130691 -3.03671 -1.96685
109.9 0.160461 -2.98611 -1.9523
110 0.189813 -2.93261 -1.9348
110.1 0.218625 -2.87641 -1.91439
110.2 0.246778 -2.81772 -1.89113
110.3 0.274155 -2.75675 -1.8651
110.4 0.30064 -2.69374 -1.83638
110.5 0.326121 -2.62893 -1.80507
110.6 0.350486 -2.56256 -1.77127
110.7 0.373631 -2.49489 -1.73509
110.8 0.395452 -2.42618 -1.69667
110.9 0.415852 -2.35671 -1.65614
111 0.434738 -2.28674 -1.61364
111.1 0.452021 -2.21656 -1.56934
111.2 0.467621 -2.14645 -1.5234
111.3 0.481461 -2.07669 -1.47599
111.4 0.493471 -2.00756 -1.42729
111.5 0.50359 -1.93935 -1.37748
111.6 0.511761 -1.87235 -1.32676
111.7 0.517936 -1.80682 -1.27533
111.8 0.522074 -1.74306 -1.22338
111.9 0.524144 -1.68132 -1.17112
112 0.524119 -1.62187 -1.11876
112.1 0.521985 -1.56498 -1.0665
112.2 0.517731 -1.51089 -1.01457
112.3 0.51136 -1.45984 -0.96317
112.4 0.502879 -1.41206 -0.912511
112.5 0.492306 -1.36778 -0.862804
112.6 0.479668 -1.32719 -0.814257
112.7 0.464997 -1.29049 -0.767075
112.8 0.448338 -1.25785 -0.721458
112.9 0.429741 -1.22945 -0.677603
113 0.409266 -1.20543 -0.635701
113.1 0.38698 -1.18593 -0.595934
113.2 0.362959 -1.17105 -0.558482
113.3 0.337285 -1.16089 -0.523512
113.4 0.310048 -1.15554 -0.491185
113.5 0.281346 -1.15505 -0.461654
113.6 0.251283 -1.15947 -0.435057
113.7 0.219968 -1.16881 -0.411527
113.8 0.187517 -1.18308 -0.391183
113.9 0.154053 -1.20225 -0.374131
114 0.119701 -1.2263 -0.360467
114.1 0.0845933 -1.25516 -0.350273
114.2 0.0488644 -1.28876 -0.343617
114.3 0.0126533 -1.32699 -0.340555
114.4 -0.0238981 -1.36975 -0.341128
114.5 -0.0606455 -1.41689 -0.345362
114.6 -0.0974425 -1.46827 -0.353269
114.7 -0.134142 -1.5237 -0.364848
114.8 -0.170594 -1.583 -0.38008
114.9 -0.206651 -1.64596 -0.398934
115 -0.242165 -1.71236 -0.421364
115.1 -0.276989 -1.78195 -0.447306
115.2 -0.310976 -1.85449 -0.476685
115.3 -0.343984 -1.9297 -0.50941
115.4 -0.375871 -2.0073 -0.545377
115.5 -0.406501 -2.087 -0.584466
115.6 -0.435739 -2.1685 -0.626545
115.7 -0.463458 -2.25148 -0.671468
115.8 -0.489534 -2.33561 -0.719078
115.9 -0.513849 -2.42058 -0.769205
116 -0.53629 -2.50605 -0.821666
116.1 -0.556753 -2.59166 -0.876271
116.2 -0.575139 -2.6771 -0.932815
116.3 -0.591358 -2.76199 -0.991086
116.4 -0.605327 -2.84601 -1.05087
116.5 -0.616973 -2.92881 -1.11192
116.6 -0.626228 -3.01004 -1.17402
116.7 -0.633038 -3.08936 -1.23693
116.8 -0.637356 -3.16644 -1.30039
116.9 -0.639143 -3.24095 -1.36415
117 -0.638374 -3.31258 -1.42796
117.1 -0.635029 -3.381 -1.49157
117.2 -0.629103 -3.44592 -1.55471
117.3 -0.620598 -3.50705 -1.61713
117.4 -0.609528 -3.56412 -1.67857
117.5 -0.595917 -3.61686 -1.73878
117.6 -0.5798 -3.66502 -1.7975
117.7 -0.561221 -3.70837 -1.85449
117.8 -0.540236 -3.74671 -1.9095
117.9 -0.516909 -3.77983 -1.9623
118 -0.491317 -3.80757 -2.01266
118.1 -0.463543 -3.82976 -2.06034
118.2 -0.433682 -3.84628 -2.10515
118.3 -0.401837 -3.85701 -2.14688
118.4 -0.368121 -3.86186 -2.18533
118.5 -0.332655 -3.86077 -2.22032
118.6 -0.295567 -3.8537 -2.25169
118.7 -0.256994 -3.84061 -2.27928
118.8 -0.217078 -3.82153 -2.30295
118.9 -0.17597 -3.79647 -2.32257
119 -0.133826 -3.76549 -2.33803
119.1 -0.0908061 -3.72867 -2.34924
119.2 -0.0470776 -3.68611 -2.35611
119.3 -0.00281033 -3.63793 -2.35859
119.4 0.0418219 -3.58429 -2.35663
119.5 0.0866424 -3.52535 -2.3502
119.6 0.131472 -3.46132 -2.33929
119.7 0.176131 -3.3924 -2.32391
119.8 0.220438 -3.31884 -2.30409
119.9 0.264213 -3.24089 -2.27987
120 0.307273 -3.15884 -2.25131
120.1 0.349442 -3.07297 -2.21849
120.2 0.390541 -2.98361 -2.18152
120.3 0.430397 -2.89109 -2.1405
120.4 0.46884 -2.79576 -2.09557
120.5 0.505704 -2.69797 -2.04688
120.6 0.540827 -2.5981 -1.9946
120.7 0.574055 -2.49653 -1.9389
120.8 0.605239 -2.39366 -1.87998
120.9 0.634236 -2.2899 -1.81806
121 0.660913 -2.18565 -1.75336
121.1 0.685144 -2.08133 -1.68612
121.2 0.706812 -1.97735 -1.61658
121.3 0.725809 -1.87415 -1.54502
121.4 0.742038 -1.77214 -1.47169
121.5 0.755411 -1.67173 -1.39689
121.6 0.765851 -1.57336 -1.3209
121.7 0.773292 -1.47742 -1.24402
121.8 0.777682 -1.38433 -1.16654
121.9 0.778978 -1.29449 -1.08879
122 0.77715 -1.20827 -1.01106
122.1 0.772181 -1.12605 -0.933669
122.2 0.764065 -1.04821 -0.856935
122.3 0.752866 -0.973407 -0.781166
122.4 0.738798 -0.898407 -0.706657
122.5 0.722159 -0.822386 -0.633676
122.6 0.703284 -0.745281 -0.562464
122.7 0.682513 -0.667251 -0.493226
122.8 0.660185 -0.588499 -0.426134
122.9 0.636626 -0.50921 -0.361328
123 0.612151 -0.429538 -0.298916
123.1 0.587059 -0.349591 -0.238975
123.2 0.561638 -0.269436 -0.181552
123.3 0.536161 -0.189095 -0.126667
123.4 0.510889 -0.108543 -0.0743127
123.5 0.486068 -0.0277113 -0.0244568
123.6 0.461933 0.0535159 0.0229574
123.7 0.438708 0.135301 0.0680094
123.8 0.416606 0.217854 0.1108
123.9 0.39583 0.301433 0.151453
124 0.376574 0.386346 0.190109
124.1 0.359024 0.472953 0.226929
124.2 0.343361 0.561664 0.262093
124.3 0.32976 0.652948 0.295798
124.4 0.318392 0.747327 0.328259
124.5 0.309428 0.845386 0.359708
124.6 0.303036 0.947772 0.390394
124.7 0.299269 1.05172 0.420573
124.8 0.297991 1.15329 0.450499
124.9 0.29896 1.2515 0.480405
125 0.301897 1.34635 0.510501
125.1 0.306517 1.43811 0.540967
125.2 0.312542 1.52711 0.571958
125.3 0.319712 1.61364 0.603603
125.4 0.327778 1.69798 0.636003
125.5 0.336512 1.78033 0.669237
125.6 0.345696 1.86088 0.703362
125.7 0.355131 1.93974 0.738412
125.8 0.364628 2.01703 0.774404
125.9 0.374012 2.09279 0.811335
126 0.383122 2.16706 0.849187
126.1 0.391807 2.23983 0.887925
126.2 0.399927 2.31109 0.927499
126.3 0.407354 2.38079 0.967848
126.4 0.41397 2.44888 1.00889
126.5 0.419668 2.51526 1.05056
126.6 0.42435 2.57986 1.09273
126.7 0.427929 2.64255 1.13532
126.8 0.430327 2.70324 1.1782
126.9 0.431474 2.7618 1.22126
127 0.431312 2.81811 1.26437
127.1 0.429791 2.87202 1.30739
127.2 0.426869 2.92341 1.35019
127.3 0.422514 2.97214 1.39263
127.4 0.416702 3.01808 1.43455
127.5 0.409418 3.06109 1.47582
127.6 0.400655 3.10106 1.51629
127.7 0.390415 3.13785 1.5558
127.8 0.378707 3.17134 1.59422
127.9 0.36555 3.20143 1.6314
128 0.350967 3.22801 1.66719
128.1 0.334992 3.251 1.70145
128.2 0.317664 3.27029 1.73405
128.3 0.299032 3.28583 1.76485
128.4 0.279147 3.29754 1.79373
128.5 0.258072 3.30538 1.82056
128.6 0.235872 3.30931 1.84523
128.7 0.212619 3.30931 1.86762
128.8 0.188392 3.30536 1.88765
128.9 0.163274 3.29746 1.90521
129 0.137353 3.28564 1.92022
129.1 0.110721 3.26992 1.9326
129.2 0.0834758 3.25035 1.9423
129.3 0.0557172 3.22699 1.94924
129.4 0.0275489 3.19991 1.9534
129.5 -0.000922344 3.16921 1.95472
129.6 -0.0295877 3.13498 1.95319
129.7 -0.0583363 3.09734 1.94879
129.8 -0.0870556 3.05644 1.94152
129.9 -0.115632 3.0124 1.93138
130 -0.143952 2.96539 1.91841
130.1 -0.171901 2.91557 1.90262
130.2 -0.199366 2.86314 1.88407
130.3 -0.226233 2.80829 1.86281
130.4 -0.252392 2.75122 1.83889
130.5 -0.277732 2.69215 1.8124
130.6 -0.302147 2.63129 1.78343
130.7 -0.325531 2.5689 1.75207
130.8 -0.347783 2.5052 1.71843
130.9 -0.368806 2.44044 1.68263
131 -0.388506 2.37489 1.6448
131.1 -0.406794 2.30879 1.60507
131.2 -0.423585 2.24241 1.56359
131.3 -0.4388 2.17603 1.52051
131.4 -0.452367 2.1099 1.47599
131.5 -0.464218 2.0443 1.4302
131.6 -0.474292 1.97949 1.38332
131.7 -0.482535 1.91575 1.33552
131.8 -0.488898 1.85333 1.287
131.9 -0.493343 1.79251 1.23793
132 -0.495835 1.73354 1.18852
132.1 -0.49635 1.67668 1.13896
132.2 -0.49487 1.62216 1.08945
132.3 -0.491385 1.57023 1.04019
132.4 -0.485894 1.52112 0.991373
132.5 -0.478402 1.47505 0.943208
132.6 -0.468924 1.43222 0.895892
132.7 -0.457482 1.39285 0.849621
132.8 -0.444107 1.35711 0.80459
132.9 -0.428837 1.32517 0.76099
133 -0.411719 1.29721 0.719009
133.1 -0.392806 1.27335 0.678829
133.2 -0.372161 1.25373 0.640624
133.3 -0.349854 1.23847 0.604566
133.4 -0.325959 1.22765 0.570816
133.5 -0.300562 1.22137 0.539528
133.6 -0.273752 1.21967 0.510849
133.7 -0.245626 1.22261 0.484914
133.8 -0.216287 1.2302 0.46185
133.9 -0.185842 1.24247 0.441773
134 -0.154407 1.25938 0.424786
134.1 -0.122098 1.28092 0.410984
134.2 -0.0890402 1.30703 0.400448
134.3 -0.0553596 1.33765 0.393245
134.4 -0.0211869 1.37269 0.389431
134.5 0.0133442 1.41203 0.38905
134.6 0.0480976 1.45557 0.392129
134.7 0.0829353 1.50315 0.398685
134.8 0.117718 1.55462 0.408718
134.9 0.152305 1.60981 0.422216
135 0.186555 1.66851 0.439152
135.1 0.220329 1.73052 0.459486
135.2 0.253485 1.79562 0.483163
135.3 0.285887 1.86357 0.510115
135.4 0.317398 1.93412 0.540258
135.5 0.347883 2.00701 0.573498
135.6 0.377213 2.08196 0.609726
135.7 0.405258 2.15869 0.648819
135.8 0.431898 2.23691 0.690643
135.9 0.457012 2.3163 0.735052
136 0.480488 2.39656 0.781888
136.1 0.502219 2.47738 0.830981
136.2 0.522103 2.55843 0.882152
136.3 0.540044 2.63939 0.935212
136.4 0.555956 2.71993 0.989962
136.5 0.569759 2.79973 1.0462
136.6 0.581379 2.87846 1.1037
136.7 0.590753 2.95579 1.16225
136.8 0.597824 3.0314 1.22162
136.9 0.602547 3.10498 1.28158
